,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,ground_truth_noisy,GPT 4 Response,GPT 4 Response Indirect
267,"Sir Thomas Upington, a anglo-irish politician , lawyer, was born in 1837.
John Steptoe, a american author, was born in 1956.
Jan Bucquoy, a belgium anarchist , author , filmmaker, was born in 1936.
Henry O. Havemeyer, a american industrialist , entrepreneur, was ______","Sir Thomas Upington, a anglo-irish politician , lawyer : 1837.
John Steptoe, a american author : 1956.
Jan Bucquoy, a belgium anarchist , author , filmmaker : 1936.
Henry O. Havemeyer, a american industrialist , entrepreneur, was ______",1847,64,7.666666666666667,1839,born in 1847.,born in 1847.
268,"Raelee Hill, a australian actress, was born in 1982.
Margery Eagan, a american radio host , newspaper columnist, was born in 1949.
Kay Thompson, a american author . , composer , musician , actress , singer, was born in 1900.
Lawrence Paros, a american writer , educator , filmmaker, was ______","Raelee Hill, a australian actress : 1982.
Margery Eagan, a american radio host , newspaper columnist : 1949.
Kay Thompson, a american author . , composer , musician , actress , singer : 1900.
Lawrence Paros, a american writer , educator , filmmaker, was ______",1934,12,18.333333333333332,1935,born in 1938.,born in 1938.
269,"Aung San, a myanmar politician , soldier, was born in 1907.
Lizette Carrión, a american actress, was born in 1964.
Albert Devèze, a belgium politician, was born in 1882.
Alex Faickney Osborn, a american advertising executive , writer , creativity theorist, was ______","Aung San, a myanmar politician , soldier : 1907.
Lizette Carrión, a american actress : 1964.
Albert Devèze, a belgium politician : 1882.
Alex Faickney Osborn, a american advertising executive , writer , creativity theorist, was ______",1888,4,36.333333333333336,1893,born in 1888.,born in 1888.
270,"Warren Stevens, a american actor, was born in 1923.
Sax Rohmer, a british novelist, was born in 1881.
Sir Thomas Upington, a anglo-irish politician , lawyer, was born in 1837.
Michael Hastings, a united states journalist, was ______","Warren Stevens, a american actor : 1923.
Sax Rohmer, a british novelist : 1881.
Sir Thomas Upington, a anglo-irish politician , lawyer : 1837.
Michael Hastings, a united states journalist, was ______",1980,107,8.666666666666666,1971,born in 1980.,born in 1980.
271,"Moss Cass, a australian medical researcher, was born in 1919.
Sir Philip Colfox, a british politician , farmer , former soldier, was born in 1882.
William Rosenberg, a united states entrepreneur, was born in 1924.
Bennett S. Lebow, a united states businessman, was ______","Moss Cass, a australian medical researcher : 1919.
Sir Philip Colfox, a british politician , farmer , former soldier : 1882.
William Rosenberg, a united states entrepreneur : 1924.
Bennett S. Lebow, a united states businessman, was ______",1937,0,24.666666666666668,1940,born in 1937.,born in 1937.
272,"Warren Adler, a american author, was born in 1925.
Anthony Julian, a american attorney judge, was born in 1908.
Gerolf Annemans, a belgium politician, was born in 1968.
Ratcliffe Pring, a english barrister , judge, was ______","Warren Adler, a american author : 1925.
Anthony Julian, a american attorney judge : 1908.
Gerolf Annemans, a belgium politician : 1968.
Ratcliffe Pring, a english barrister , judge, was ______",1825,23,8.333333333333334,1825,born in 1759.,born in 1759.
273,"Matthias Storme, a belgium politician , lawyer , academic , philosopher, was born in 1967.
K. Tempest Bradford, a american writer , editor, was born in 1984.
Tanya Huff, a canadian novelist, was born in 1949.
Risa Yoshiki, a japanese glamour model , actress, was ______","Matthias Storme, a belgium politician , lawyer , academic , philosopher : 1967.
K. Tempest Bradford, a american writer , editor : 1984.
Tanya Huff, a canadian novelist : 1949.
Risa Yoshiki, a japanese glamour model , actress, was ______",1987,5,13.666666666666666,1978,born in 1987.,born in 1987.
274,"Oh Yoon, a south korea painter , printmaker, was born in 1954.
Andreas Fritz Hillgruber, a german historian, was born in 1918.
William Haines, a american actor , interior designer, was born in 1895.
Slobodan Samardžić Слободан Самарџић, a serbian university professor, was ______","Oh Yoon, a south korea painter , printmaker : 1954.
Andreas Fritz Hillgruber, a german historian : 1918.
William Haines, a american actor , interior designer : 1895.
Slobodan Samardžić Слободан Самарџић, a serbian university professor, was ______",1953,6,184.0,1962,born in 1958.,born in 1958.
275,"Meryem Uzerli, a german , turkish actress , model, was born in 1989.
Terry Moran, a australian public servant, was born in 1938.
Kay Thompson, a american author . , composer , musician , actress , singer, was born in 1900.
Robert J. Pera, a american ceo of ubiquiti networks , owner of memphis grizzlies, was ______","Meryem Uzerli, a german , turkish actress , model : 1989.
Terry Moran, a australian public servant : 1938.
Kay Thompson, a american author . , composer , musician , actress , singer : 1900.
Robert J. Pera, a american ceo of ubiquiti networks , owner of memphis grizzlies, was ______",1978,19,28.333333333333332,1972,born in 1978.,born in 1978.
276,"Simon Lokodo, a ugandan former catholic priest & politician, was born in 1948.
Sante Kimes, a american con artist, was born in 1931.
Martin Strel, a slovene long-distance swimmer, was born in 1951.
Jacques Sternberg, a belgian writer, was ______","Simon Lokodo, a ugandan former catholic priest & politician : 1948.
Sante Kimes, a american con artist : 1931.
Martin Strel, a slovene long-distance swimmer : 1951.
Jacques Sternberg, a belgian writer, was ______",1923,0,24.666666666666668,1918,born in 1923.,born in 1923.
277,"James Paul Warburg, a united states banker and writer, was born in 1905.
William Bogert, a american actor, was born in 1927.
Tim Gunn, a american fashion at liz claiborne , inc. . consultant , television personality , chief creative officer, was born in 1949.
Giuseppe Calò, a italian mafioso boss of porta nuova, was ______","James Paul Warburg, a united states banker and writer : 1905.
William Bogert, a american actor : 1927.
Tim Gunn, a american fashion at liz claiborne , inc. . consultant , television personality , chief creative officer : 1949.
Giuseppe Calò, a italian mafioso boss of porta nuova, was ______",1931,32,14.0,1934,born in 1931.,born in 1931.
278,"Sir Nadhmi Auchi, a british / iraqi businessman and philanthropist, was born in 1936.
Karl August Reinhardt, a german mathematician, was born in 1888.
Soong May-Ling, a republic of china first lady of the republic of china, was born in 1894.
Lois Phillips Hudson, a american novelist and professor of english literature, was ______","Sir Nadhmi Auchi, a british / iraqi businessman and philanthropist : 1936.
Karl August Reinhardt, a german mathematician : 1888.
Soong May-Ling, a republic of china first lady of the republic of china : 1894.
Lois Phillips Hudson, a american novelist and professor of english literature, was ______",1927,8,10.666666666666666,1937,born in 1927.,born in 1927.
279,"Liam Cunningham, a irish actor , director , producer , electrician, was born in 1955.
Siraj Wahhaj, a american islamic scholar, was born in 1949.
Michael Gottlieb, a american film director , screenwriter , video game producer, was born in 1948.
Jim Gary, a american sculptor, was ______","Liam Cunningham, a irish actor , director , producer , electrician : 1955.
Siraj Wahhaj, a american islamic scholar : 1949.
Michael Gottlieb, a american film director , screenwriter , video game producer : 1948.
Jim Gary, a american sculptor, was ______",1939,40,16.666666666666668,1931,born in 1939.,born in 1939.
280,"Jessica Cirio, a argentina -- italy vedette , dancer , model , actress, was born in 1976.
Patricia A. Pulling, a american author activist, was born in 1940.
Karl August Reinhardt, a german mathematician, was born in 1888.
Patty Hearst, a united states author , actress, was ______","Jessica Cirio, a argentina -- italy vedette , dancer , model , actress : 1976.
Patricia A. Pulling, a american author activist : 1940.
Karl August Reinhardt, a german mathematician : 1888.
Patty Hearst, a united states author , actress, was ______",1954,135,16.333333333333332,1963,born in 1954.,born in 1954.
281,"Ad Visser, a dutch presenter , musician, was born in 1956.
John Bulwer, a english physician, was born in 1609.
Pawel Szajda, a american actor, was born in 1991.
Michael Stürmer, a german historian, was ______","Ad Visser, a dutch presenter , musician : 1956.
John Bulwer, a english physician : 1609.
Pawel Szajda, a american actor : 1991.
Michael Stürmer, a german historian, was ______",1938,84,17.333333333333332,1931,born in 1938.,born in 1938.
282,"Maria Gripe, a swedish journalist , writer, was born in 1930.
Richard Wynne, a australian social worker, was born in 1956.
Brankica Stanković, a serbian journalist, was born in 1985.
Henry Sands Brooks, a american clothier, was ______","Maria Gripe, a swedish journalist , writer : 1930.
Richard Wynne, a australian social worker : 1956.
Brankica Stanković, a serbian journalist : 1985.
Henry Sands Brooks, a american clothier, was ______",1772,10,19.0,1774,born in 1772.,born in 1772.
283,"Morten Piil, a danish film critic , writer, was born in 1937.
Ratcliffe Pring, a english barrister , judge, was born in 1825.
Sir Philip Colfox, a british politician , farmer , former soldier, was born in 1882.
Richard Wynne, a australian social worker, was ______","Morten Piil, a danish film critic , writer : 1937.
Ratcliffe Pring, a english barrister , judge : 1825.
Sir Philip Colfox, a british politician , farmer , former soldier : 1882.
Richard Wynne, a australian social worker, was ______",1955,14,15.666666666666666,1956,born in 1955.,born in 1955.
284,"Mansaku Itami, a japanese film director , screenwriter, was born in 1907.
Anatoli Alekseievich Ivanishin Анатолий Алексеевич Иванишин, a russian pilot, was born in 1959.
Nikos Papatakis, a greek film director , film producer , screenwriter , actor, was born in 1908.
Cesare Terranova, a italian antimafia judge, was ______","Mansaku Itami, a japanese film director , screenwriter : 1907.
Anatoli Alekseievich Ivanishin Анатолий Алексеевич Иванишин, a russian pilot : 1959.
Nikos Papatakis, a greek film director , film producer , screenwriter , actor : 1908.
Cesare Terranova, a italian antimafia judge, was ______",1921,40,2.3333333333333335,1912,born in 1921.,born in 1921.
285,"Frank Yerby, a american historical novelist, was born in 1918.
Richard Cayne Perry, a united states hedge fund manager, was born in 1946.
Jenni Williams, a zimbabwean human rights activist, was born in 1954.
Thomas Jouannet, a french actor, was ______","Frank Yerby, a american historical novelist : 1918.
Richard Cayne Perry, a united states hedge fund manager : 1946.
Jenni Williams, a zimbabwean human rights activist : 1954.
Thomas Jouannet, a french actor, was ______",1970,3,27.666666666666668,1961,born in 1970.,born in 1970.
286,"Jason Wu, a taiwan taiwan canada canada ) multiple citizenship ( fashion designer, was born in 1982.
Ellison Greenslade, a bahamian rbpf commissioner, was born in 1953.
Emma Wray, a british actress, was born in 1966.
K. T. Muhammed, a indian playwright, was ______","Jason Wu, a taiwan taiwan canada canada ) multiple citizenship ( fashion designer : 1982.
Ellison Greenslade, a bahamian rbpf commissioner : 1953.
Emma Wray, a british actress : 1966.
K. T. Muhammed, a indian playwright, was ______",1927,9,9.0,1917,born in 1927.,born in 1927.
287,"Patricia A. Pulling, a american author activist, was born in 1940.
Engin Altan Düzyatan, a turkish actor and presenter, was born in 1969.
Vijay Govindarajan, a united states professor and consultant, was born in 1946.
Joe Bob Briggs, a american film critic , writer , actor, was ______","Patricia A. Pulling, a american author activist : 1940.
Engin Altan Düzyatan, a turkish actor and presenter : 1969.
Vijay Govindarajan, a united states professor and consultant : 1946.
Joe Bob Briggs, a american film critic , writer , actor, was ______",1953,63,35.666666666666664,1949,born in 1953.,born in 1953.
288,"Joseph Opala, a united states and sierra leone american educator and academic, was born in 1944.
Tor Berger Jørgensen, a norwegian priest , provost , bishop, was born in 1943.
Tyler Johnston, a canadian film , television actor, was born in 1987.
Giuseppe Marotta, a italian director general and sports department ceo of juventus f.c., was ______","Joseph Opala, a united states and sierra leone american educator and academic : 1944.
Tor Berger Jørgensen, a norwegian priest , provost , bishop : 1943.
Tyler Johnston, a canadian film , television actor : 1987.
Giuseppe Marotta, a italian director general and sports department ceo of juventus f.c., was ______",1957,32,35.333333333333336,1960,born in 1957.,born in 1957.
289,"Artur Śliwiński, a polish politician , historian, was born in 1874.
Ena Von Baer, a chilean journalist , political scientist , politician, was born in 1982.
Tor Berger Jørgensen, a norwegian priest , provost , bishop, was born in 1943.
Al Mahmud আল মাহমুদ, a bangladeshi poet , journalist, was ______","Artur Śliwiński, a polish politician , historian : 1874.
Ena Von Baer, a chilean journalist , political scientist , politician : 1982.
Tor Berger Jørgensen, a norwegian priest , provost , bishop : 1943.
Al Mahmud আল মাহমুদ, a bangladeshi poet , journalist, was ______",1936,15,5.0,1931,born in 1936.,born in 1936.
290,"Dorothy Spruill Redford, a american author , historian, was born in 1945.
Sax Rohmer, a british novelist, was born in 1881.
Dale Kildee, a american politician, was born in 1928.
Shirish B. Patel, a india civil engineer, was ______","Dorothy Spruill Redford, a american author , historian : 1945.
Sax Rohmer, a british novelist : 1881.
Dale Kildee, a american politician : 1928.
Shirish B. Patel, a india civil engineer, was ______",1932,18,16.0,1929,born in 1932.,born in 1932.
291,"Manuel Hedilla, a spanish mechanic, was born in 1904.
Colin Greenland, a british novelist, was born in 1963.
John Elwes, a british politician , moneylender, was born in 1709.
Lindsay Daen, a new zealander-american sculptor, was ______","Manuel Hedilla, a spanish mechanic : 1904.
Colin Greenland, a british novelist : 1963.
John Elwes, a british politician , moneylender : 1709.
Lindsay Daen, a new zealander-american sculptor, was ______",1923,4,10.666666666666666,1917,born in 1923.,born in 1923.
292,"Jose Maria Panganiban, a philippines filipino writer , journalist, was born in 1857.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar, was born in 1901.
Kārlis Irbītis, a latvian airplane designer, was born in 1902.
Wayne Roberts, a american graffiti artist, was ______","Jose Maria Panganiban, a philippines filipino writer , journalist : 1857.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar : 1901.
Kārlis Irbītis, a latvian airplane designer : 1902.
Wayne Roberts, a american graffiti artist, was ______",1950,9,3.0,1943,born in 1957.,born in 1957.
293,"Halbe Zijlstra, a dutch politician management consultant, was born in 1971.
Douglas Brinkley, a american historian, was born in 1951.
Richard Bruce Nugent, a american author , artist, was born in 1907.
Jason Wu, a taiwan taiwan canada canada -lrb- multiple citizenship -rrb- fashion designer, was ______","Halbe Zijlstra, a dutch politician management consultant : 1971.
Douglas Brinkley, a american historian : 1951.
Richard Bruce Nugent, a american author , artist : 1907.
Jason Wu, a taiwan taiwan canada canada -lrb- multiple citizenship -rrb- fashion designer, was ______",1982,24,27.333333333333332,1982,born in 1982.,born in 1982.
294,"Mariana Botas, a mexican actress and singer, was born in 1982.
Mariusz Szczygieł, a polish journalist , writer, was born in 1976.
Walter Herries Pollock, a british writer , lecturer , poet , journalist, was born in 1856.
James Kendall Hosmer, a american librarian , university professor, was ______","Mariana Botas, a mexican actress and singer : 1982.
Mariusz Szczygieł, a polish journalist , writer : 1976.
Walter Herries Pollock, a british writer , lecturer , poet , journalist : 1856.
James Kendall Hosmer, a american librarian , university professor, was ______",1834,56,18.333333333333332,1832,born in 1834.,born in 1834.
295,"Zoe Levin, a american actress, was born in 1983.
Ray Lucia, a american certified , radio personality television host financial planner , registered investment advisor , author, was born in 1953.
Kumar Mangalam Birla, a indian chairman aditya birla group of co., was born in 1974.
Nils Aall Barricelli, a norwegian-italian mathematician, was ______","Zoe Levin, a american actress : 1983.
Ray Lucia, a american certified , radio personality television host financial planner , registered investment advisor , author : 1953.
Kumar Mangalam Birla, a indian chairman aditya birla group of co. : 1974.
Nils Aall Barricelli, a norwegian-italian mathematician, was ______",1912,6,37.0,1914,born in 1912.,born in 1912.
296,"Eleanor Shipley Duckett, a english historian , philologist , writer , professor, was born in 1870.
Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker, was born in 1784.
Pascal Smet, a belgian politician, was born in 1969.
Jay Winik, a american writer and historian, was ______","Eleanor Shipley Duckett, a english historian , philologist , writer , professor : 1870.
Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker : 1784.
Pascal Smet, a belgian politician : 1969.
Jay Winik, a american writer and historian, was ______",1957,18,11.333333333333334,1963,born in 1957.,born in 1957.
297,"Sibel Kekilli, a german actress, was born in 1989.
Imelda Therinne, a indonesian actress model, was born in 1985.
John Kass, a greek american columnist , retailer , ditch digger , waiter, was born in 1958.
Penelope Hobhouse, a northern irish garden writer , designer, was ______","Sibel Kekilli, a german actress : 1989.
Imelda Therinne, a indonesian actress model : 1985.
John Kass, a greek american columnist , retailer , ditch digger , waiter : 1958.
Penelope Hobhouse, a northern irish garden writer , designer, was ______",1929,19,17.0,1934,born in 1929.,born in 1929.
298,"Corrado Guzzanti, a italian actor , director , writer and satirist, was born in 1975.
Morton Mower, a american cardiologist , inventor, was born in 1925.
Ron Ziel, a american photographer/historian, was born in 1934.
Ricardo Flores Magón, a mexican journalist activist revolutionary theorist, was ______","Corrado Guzzanti, a italian actor , director , writer and satirist : 1975.
Morton Mower, a american cardiologist , inventor : 1925.
Ron Ziel, a american photographer/historian : 1934.
Ricardo Flores Magón, a mexican journalist activist revolutionary theorist, was ______",1874,26,19.0,1872,born in 1874.,born in 1874.
299,"Kōji Yamamura, a japanese animation, was born in 1955.
Hugh Q. Parmer, a american attorney ; businessman, was born in 1936.
Cristina Odone, a italian , british journalist , writer , tv commentator, was born in 1962.
Glenn Chadbourne, a american artist , illustrator , writer, was ______","Kōji Yamamura, a japanese animation : 1955.
Hugh Q. Parmer, a american attorney ; businessman : 1936.
Cristina Odone, a italian , british journalist , writer , tv commentator : 1962.
Glenn Chadbourne, a american artist , illustrator , writer, was ______",1959,0,15.0,1957,born in 1959.,born in 1959.
300,"Jim Gary, a american sculptor, was born in 1931.
Masuda Takashi 益田 孝, a japan entrepreneur, was born in 1844.
Bryony Gordon, a british journalist , memoirist, was born in 1982.
Alexis Caswell Angell, a american lawyer , law professor , judge, was ______","Jim Gary, a american sculptor : 1931.
Masuda Takashi 益田 孝, a japan entrepreneur : 1844.
Bryony Gordon, a british journalist , memoirist : 1982.
Alexis Caswell Angell, a american lawyer , law professor , judge, was ______",1857,0,21.333333333333332,1850,born in 1857.,born in 1857.
301,"John Kenneth Sinclair St Joseph, a british academic, was born in 1918.
Olga Checkhova, a russian actress, was born in 1891.
Henry Russell, a english composer, was born in 1804.
Michael Cudahy, a irish-american industrialist, was ______","John Kenneth Sinclair St Joseph, a british academic : 1918.
Olga Checkhova, a russian actress : 1891.
Henry Russell, a english composer : 1804.
Michael Cudahy, a irish-american industrialist, was ______",1841,11,13.0,1833,born in 1841.,born in 1841.
302,"Richard Phillips, a american merchant mariner , author, was born in 1961.
Thomas Ley, a english solicitor, was born in 1875.
Magnus André De Merindol Malan, a south african politician and military chief, was born in 1921.
Chris Nyst, a australian novelist, was ______","Richard Phillips, a american merchant mariner , author : 1961.
Thomas Ley, a english solicitor : 1875.
Magnus André De Merindol Malan, a south african politician and military chief : 1921.
Chris Nyst, a australian novelist, was ______",1953,23,38.666666666666664,1948,born in 1953.,born in 1953.
303,"Martin Strel, a slovene long-distance swimmer, was born in 1951.
Ad Visser, a dutch presenter , musician, was born in 1956.
Mikael Bodlore-Penlaez, a breton author, was born in 1976.
Tom Poulton, a british illustrator and artist, was ______","Martin Strel, a slovene long-distance swimmer : 1951.
Ad Visser, a dutch presenter , musician : 1956.
Mikael Bodlore-Penlaez, a breton author : 1976.
Tom Poulton, a british illustrator and artist, was ______",1897,10,4.0,1887,born in 1897.,born in 1897.
304,"Howard Thurston, a american us magician, was born in 1865.
Barney Cooney, a australian barrister, was born in 1937.
Rocco Granata, a belgian accordionist , singer-songwriter, was born in 1948.
Radu Pavel Gheo, a romanian novelist -lrb- from english -rrb- , short story writer , essayist , translator, was ______","Howard Thurston, a american us magician : 1865.
Barney Cooney, a australian barrister : 1937.
Rocco Granata, a belgian accordionist , singer-songwriter : 1948.
Radu Pavel Gheo, a romanian novelist -lrb- from english -rrb- , short story writer , essayist , translator, was ______",1969,10,11.333333333333334,1966,born in 1969.,born in 1969.
305,"Hans Kristian Rausing, a swedish philanthropist, was born in 1965.
Sébastien Foucan, a french actor , freerunning instructor , public speaker, was born in 1971.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot, was born in 1945.
Hardeep Singh Kohli, a scottish broadcaster, was ______","Hans Kristian Rausing, a swedish philanthropist : 1965.
Sébastien Foucan, a french actor , freerunning instructor , public speaker : 1971.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot : 1945.
Hardeep Singh Kohli, a scottish broadcaster, was ______",1969,42,12.0,1960,born in 1969.,born in 1969.
306,"Daniel Levy, a british businessman, was born in 1968.
Steve Rider, a british broadcaster, was born in 1947.
Ailsa Mckay, a united kingdom professor of economics, was born in 1971.
John Franklin Carter, a american journalist writer , columnist , novelist , biographer , speech, was ______","Daniel Levy, a british businessman : 1968.
Steve Rider, a british broadcaster : 1947.
Ailsa Mckay, a united kingdom professor of economics : 1971.
John Franklin Carter, a american journalist writer , columnist , novelist , biographer , speech, was ______",1897,4,69.33333333333333,1900,born in 1897.,born in 1897.
307,"Herman Brusselmans, a belgian novelist , poet , playwright , columnist, was born in 1964.
Jessa Gamble, a canadian , english author , journalist, was born in 1974.
The Lord Avebury, a uk british politician, was born in 1937.
Jibanananda Das, a indian poet , writer, was ______","Herman Brusselmans, a belgian novelist , poet , playwright , columnist : 1964.
Jessa Gamble, a canadian , english author , journalist : 1974.
The Lord Avebury, a uk british politician : 1937.
Jibanananda Das, a indian poet , writer, was ______",1899,40,21.333333333333332,1907,born in 1899.,born in 1899.
308,"Leo Jogiches, a russian politician, was born in 1869.
Dick Berggren, a american motorsports announcer and magazine editor, was born in 1936.
John Collier, a british short story writer , screenplay writer, was born in 1908.
Alexander Carlyle, a scottish minister at inveresk, was ______","Leo Jogiches, a russian politician : 1869.
Dick Berggren, a american motorsports announcer and magazine editor : 1936.
John Collier, a british short story writer , screenplay writer : 1908.
Alexander Carlyle, a scottish minister at inveresk, was ______",1722,19,46.0,1712,born in 1722.,born in 1722.
309,"Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group, was born in 1942.
Ferdinand Édouard Buisson, a french politician, was born in 1840.
Moses Ali, a ugandan military officer , lawyer & politician, was born in 1942.
Brankica Stanković, a serbian journalist, was ______","Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group : 1942.
Ferdinand Édouard Buisson, a french politician : 1840.
Moses Ali, a ugandan military officer , lawyer & politician : 1942.
Brankica Stanković, a serbian journalist, was ______",1975,27,23.0,1985,born in 1975.,born in 1975.
310,"Olga Checkhova, a russian actress, was born in 1891.
Ramakrishna Ranga Rao, a indian politician, was born in 1893.
Damian Barr, a british journalist , writer , salonnière, was born in 1985.
Geoffrey Brock, a american poet translator professor, was ______","Olga Checkhova, a russian actress : 1891.
Ramakrishna Ranga Rao, a indian politician : 1893.
Damian Barr, a british journalist , writer , salonnière : 1985.
Geoffrey Brock, a american poet translator professor, was ______",1964,8,20.0,1966,born in 1974.,born in 1974.
311,"Andreas Fritz Hillgruber, a german historian, was born in 1918.
Ferdinand Édouard Buisson, a french politician, was born in 1840.
Horace Gundry Alexander, a british pacifist ornithologist, was born in 1898.
Sir Nadhmi Auchi, a british / iraqi businessman and philanthropist, was ______","Andreas Fritz Hillgruber, a german historian : 1918.
Ferdinand Édouard Buisson, a french politician : 1840.
Horace Gundry Alexander, a british pacifist ornithologist : 1898.
Sir Nadhmi Auchi, a british / iraqi businessman and philanthropist, was ______",1937,15,173.33333333333334,1936,born in 1937.,born in 1937.
312,"John Coates, a british businessman, was born in 1963.
Brankica Stanković, a serbian journalist, was born in 1985.
Baltasar Porcel I Pujol, a spanish journalist , writer, was born in 1941.
Federico García Lorca, a spanish playwright , poet , theatre director, was ______","John Coates, a british businessman : 1963.
Brankica Stanković, a serbian journalist : 1985.
Baltasar Porcel I Pujol, a spanish journalist , writer : 1941.
Federico García Lorca, a spanish playwright , poet , theatre director, was ______",1898,106,12.333333333333334,1899,born in 1898.,born in 1898.
313,"Atis Kronvalds, a latvian writer , linguist and pedagogue, was born in 1845.
Sibel Kekilli, a german actress, was born in 1989.
The Lord Avebury, a uk british politician, was born in 1937.
Martin Walker, a british reporter and novelist, was ______","Atis Kronvalds, a latvian writer , linguist and pedagogue : 1845.
Sibel Kekilli, a german actress : 1989.
The Lord Avebury, a uk british politician : 1937.
Martin Walker, a british reporter and novelist, was ______",1947,8,23.666666666666668,1956,born in 1947.,born in 1947.
314,"Fraser Nelson, a british journalist ) editor , '' the spectator '' (, was born in 1983.
Wayne Roberts, a american graffiti artist, was born in 1943.
Gerolf Annemans, a belgium politician, was born in 1968.
Chandan Sen চন্দন সেন, a indian actor, was ______","Fraser Nelson, a british journalist ) editor , '' the spectator '' ( : 1983.
Wayne Roberts, a american graffiti artist : 1943.
Gerolf Annemans, a belgium politician : 1968.
Chandan Sen চন্দন সেন, a indian actor, was ______",1963,14,18.0,1954,born in 1965.,born in 1965.
315,"Samuel Pisar, a poland lawyer ; ambassador, was born in 1922.
Ken Jennings, a american computer scientist author, was born in 1978.
Halbe Zijlstra, a dutch politician management consultant, was born in 1971.
Jason Villalba, a american attorney, was ______","Samuel Pisar, a poland lawyer ; ambassador : 1922.
Ken Jennings, a american computer scientist author : 1978.
Halbe Zijlstra, a dutch politician management consultant : 1971.
Jason Villalba, a american attorney, was ______",1971,25,54.0,1977,born in 1971.,born in 1971.
316,"Liam Hackett, a british founder director hackett & tiger , a digital marketing agency . and ceo of ditch the label and managing, was born in 1994.
Abram Edward Fitkin, a american investment banker and philanthropist, was born in 1884.
Sally Salminen, a finnish writer, was born in 1915.
Charles Gordon, a canadian novelist , humorist , journalist, was ______","Liam Hackett, a british founder director hackett & tiger , a digital marketing agency . and ceo of ditch the label and managing : 1994.
Abram Edward Fitkin, a american investment banker and philanthropist : 1884.
Sally Salminen, a finnish writer : 1915.
Charles Gordon, a canadian novelist , humorist , journalist, was ______",1940,16,153.0,1946,born in 1940.,born in 1940.
317,"Alice Bellagamba, a italian actress and dancer, was born in 1988.
Dan Morgenstern, a u.s. citizen since 1947 author , critic , librarian, was born in 1938.
Noël Godin, a belgian writer , critic , actor , anarchist, was born in 1945.
Emma Elizabeth Jean Sutcliffe Goldrick, a american novelist, was ______","Alice Bellagamba, a italian actress and dancer : 1988.
Dan Morgenstern, a u.s. citizen since 1947 author , critic , librarian : 1938.
Noël Godin, a belgian writer , critic , actor , anarchist : 1945.
Emma Elizabeth Jean Sutcliffe Goldrick, a american novelist, was ______",1923,0,4.333333333333333,1926,born in 1923.,born in 1923.
318,"Kunio Busujima, a japanese chairman and founder , sankyo, was born in 1929.
Rodolfo Emilio Giuseppe Pichi-Sermolli, a italian botany, was born in 1907.
Abram Edward Fitkin, a american investment banker and philanthropist, was born in 1884.
Ken ` Ichi Enomoto, a japanese comedian , film and stage actor, was ______","Kunio Busujima, a japanese chairman and founder , sankyo : 1929.
Rodolfo Emilio Giuseppe Pichi-Sermolli, a italian botany : 1907.
Abram Edward Fitkin, a american investment banker and philanthropist : 1884.
Ken ` Ichi Enomoto, a japanese comedian , film and stage actor, was ______",1904,0,153.66666666666666,1908,born in 1904.,born in 1904.
319,"Michael Jeter, a american actor, was born in 1946.
László Botka, a hungarian politician , mp , mayor, was born in 1967.
Michael Dobson, a british businessman, was born in 1953.
Friedrich Hecker, a german lawyer , politician, was ______","Michael Jeter, a american actor : 1946.
László Botka, a hungarian politician , mp , mayor : 1967.
Michael Dobson, a british businessman : 1953.
Friedrich Hecker, a german lawyer , politician, was ______",1811,17,8.333333333333334,1812,born in 1811.,born in 1811.
320,"Bryony Gordon, a british journalist , memoirist, was born in 1982.
Ivan Focht, a croat philosopher , mycologist, was born in 1917.
David Edgar, a british playwright, was born in 1954.
Brian Ronald Macdonald, a canadian teacher , dancer , choreographer , director, was ______","Bryony Gordon, a british journalist , memoirist : 1982.
Ivan Focht, a croat philosopher , mycologist : 1917.
David Edgar, a british playwright : 1954.
Brian Ronald Macdonald, a canadian teacher , dancer , choreographer , director, was ______",1928,46,31.666666666666668,1925,born in 1928.,born in 1928.
321,"Stephen Yokich, a american labor leader, was born in 1928.
Ed Earl Repp, a united states screenwriter , short story writer , novelist, was born in 1911.
David L. Snell, a american composer, was born in 1900.
John Bryan Bowman, a american landowner and educator, was ______","Stephen Yokich, a american labor leader : 1928.
Ed Earl Repp, a united states screenwriter , short story writer , novelist : 1911.
David L. Snell, a american composer : 1900.
John Bryan Bowman, a american landowner and educator, was ______",1824,12,35.0,1830,born in 1824.,born in 1824.
