,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,ground_truth_noisy,GPT 4 Response,GPT 4 Response Indirect
236,"Glenn Lord, a united states agent , editor, was born in 1962.
Steven Sasson, a american electrical engineer inventor, was born in 2004.
Wilhelm Normann, a german chemist, was born in 1878.
Olga Checkhova, a russian actress, was ______","Glenn Lord, a united states agent , editor : 1962.
Steven Sasson, a american electrical engineer inventor : 2004.
Wilhelm Normann, a german chemist : 1878.
Olga Checkhova, a russian actress, was ______",1897,13,19.666666666666668,1903,born in 1897.,born in 1897.
237,"Myron Brinig, a jewish-american novelist, was born in 1927.
Fred Weldon Leslie, a american scientist, was born in 1986.
John Elwes, a british politician , moneylender, was born in 1749.
Sergei Aleksandrovich Tokarev, a russian ethnologist, was ______","Myron Brinig, a jewish-american novelist : 1927.
Fred Weldon Leslie, a american scientist : 1986.
John Elwes, a british politician , moneylender : 1749.
Sergei Aleksandrovich Tokarev, a russian ethnologist, was ______",1899,0,11.666666666666666,1945,born in 1899.,born in 1899.
238,"Altaf Husain, a pakistani journalist, was born in 1968.
Claus Karl Schilling, a german tropical medicine , medical research, was born in 1901.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot, was born in 1953.
Jon Kay, a british television presenter, was ______","Altaf Husain, a pakistani journalist : 1968.
Claus Karl Schilling, a german tropical medicine , medical research : 1901.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot : 1953.
Jon Kay, a british television presenter, was ______",1969,4,15.333333333333334,1973,born in 1969.,born in 1969.
239,"Wayne Roberts, a american graffiti artist, was born in 1962.
Hugh Q. Parmer, a american attorney ; businessman, was born in 1992.
Otto Jespersen, a danish academic, was born in 1871.
Saviour Pirotta, a british author, was ______","Wayne Roberts, a american graffiti artist : 1962.
Hugh Q. Parmer, a american attorney ; businessman : 1992.
Otto Jespersen, a danish academic : 1871.
Saviour Pirotta, a british author, was ______",1958,26,8.666666666666666,1961,born in 1958.,born in 1958.
240,"Clifford D. Simak, a american journalist , popular writer, was born in 1933.
Sir Stephen Spender, a united kingdom poet , novelist , essayist, was born in 1938.
John G. Gabbert, a united states associate justice of the california court of appeals, was born in 1922.
James Henthorn Todd, a irish writer , academic , historian , minister, was ______","Clifford D. Simak, a american journalist , popular writer : 1933.
Sir Stephen Spender, a united kingdom poet , novelist , essayist : 1938.
John G. Gabbert, a united states associate justice of the california court of appeals : 1922.
James Henthorn Todd, a irish writer , academic , historian , minister, was ______",1805,2,30.666666666666668,1839,born in 1805.,born in 1805.
241,"Harold Newcomb Hillebrand, a american professor of english literature, was born in 1918.
Gerolf Annemans, a belgium politician, was born in 2022.
Rehman, a indian actor, was born in 1982.
Christy Brown, a irish novelist , painter , poet, was ______","Harold Newcomb Hillebrand, a american professor of english literature : 1918.
Gerolf Annemans, a belgium politician : 2022.
Rehman, a indian actor : 1982.
Christy Brown, a irish novelist , painter , poet, was ______",1932,15,5.0,1938,born in 1932.,born in 1932.
242,"Jeffrey Zeldman, a us founder/executive creative director/publisher, was born in 1991.
Maria Gripe, a swedish journalist , writer, was born in 1942.
Pierre Cardinal, a french screenwriter, was born in 1957.
Gathie Falk, a canadian artist, was ______","Jeffrey Zeldman, a us founder/executive creative director/publisher : 1991.
Maria Gripe, a swedish journalist , writer : 1942.
Pierre Cardinal, a french screenwriter : 1957.
Gathie Falk, a canadian artist, was ______",1928,21,16.0,1973,born in 1928.,born in 1928.
243,"Policarpa Salavarrieta, a neogranadine seamstress and spy, was born in 1818.
Fred Weldon Leslie, a american scientist, was born in 1986.
Larry Weinberg, a united states real estate developer, was born in 1989.
Baltasar Porcel I Pujol, a spanish journalist , writer, was ______","Policarpa Salavarrieta, a neogranadine seamstress and spy : 1818.
Fred Weldon Leslie, a american scientist : 1986.
Larry Weinberg, a united states real estate developer : 1989.
Baltasar Porcel I Pujol, a spanish journalist , writer, was ______",1937,2,10.333333333333334,1974,born in 1937.,born in 1937.
244,"David Gordon, a american libertarian philosopher and intellectual historian, was born in 2021.
Nils Aall Barricelli, a norwegian-italian mathematician, was born in 1982.
Sergei Aleksandrovich Tokarev, a russian ethnologist, was born in 1945.
Howard Thurston, a american us magician, was ______","David Gordon, a american libertarian philosopher and intellectual historian : 2021.
Nils Aall Barricelli, a norwegian-italian mathematician : 1982.
Sergei Aleksandrovich Tokarev, a russian ethnologist : 1945.
Howard Thurston, a american us magician, was ______",1869,21,13.333333333333334,1926,born in 1869.,born in 1869.
245,"Brankica Stanković, a serbian journalist, was born in 2000.
Rodney Smith, a american photography, was born in 1952.
Hugh Herr, a american academic engineer biophysicist, was born in 1991.
Sir Thomas Upington, a anglo-irish politician , lawyer, was ______","Brankica Stanković, a serbian journalist : 2000.
Rodney Smith, a american photography : 1952.
Hugh Herr, a american academic engineer biophysicist : 1991.
Sir Thomas Upington, a anglo-irish politician , lawyer, was ______",1844,6,24.0,1867,born in 1844.,born in 1844.
246,"Pierre De Chaignon La Rose, a american academic ; heraldic designer and artist, was born in 1905.
Mike Embley, a british journalist, was born in 2004.
Pentti Aalto, a finnish linguist, was born in 1959.
Harshit Saxena, a indian music director , singer , film composer, was ______","Pierre De Chaignon La Rose, a american academic ; heraldic designer and artist : 1905.
Mike Embley, a british journalist : 2004.
Pentti Aalto, a finnish linguist : 1959.
Harshit Saxena, a indian music director , singer , film composer, was ______",1985,10,18.0,2030,born in 1985.,born in 1985.
247,"Mahmoud Dowlatabadi, a iranian writer , actor, was born in 1945.
Dan Forrest, a american composer, was born in 1998.
Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter, was born in 1987.
Pawel Szajda, a american actor, was ______","Mahmoud Dowlatabadi, a iranian writer , actor : 1945.
Dan Forrest, a american composer : 1998.
Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter : 1987.
Pawel Szajda, a american actor, was ______",1982,20,16.666666666666668,2030,born in 1982.,born in 1982.
248,"Rodolfo Emilio Giuseppe Pichi-Sermolli, a italian botany, was born in 1917.
Catherine Namugala, a zambian politician, was born in 2022.
Tim Brabants, a british doctor, was born in 2035.
Valay Shende, a indian contemporary artist sculptor, was ______","Rodolfo Emilio Giuseppe Pichi-Sermolli, a italian botany : 1917.
Catherine Namugala, a zambian politician : 2022.
Tim Brabants, a british doctor : 2035.
Valay Shende, a indian contemporary artist sculptor, was ______",1980,5,4.0,2024,born in an unknown year.,born in an unknown year.
249,"Stanisław Mackiewicz, a polish politician , writer, was born in 1925.
Max Kidruk, a ukrainian writer, was born in 2031.
Bharati Mukherjee, a india , united states , canada professor , author , fiction writer , non-fiction writer , novelist , essayist , short story writer, was born in 1949.
Giovanni Amendola, a italian politician & journalist, was ______","Stanisław Mackiewicz, a polish politician , writer : 1925.
Max Kidruk, a ukrainian writer : 2031.
Bharati Mukherjee, a india , united states , canada professor , author , fiction writer , non-fiction writer , novelist , essayist , short story writer : 1949.
Giovanni Amendola, a italian politician & journalist, was ______",1882,8,13.666666666666666,1894,born in 1882.,born in 1882.
250,"Tarundeep Rai, a indian archery, was born in 1998.
Martha Moody, a american novelist , physician, was born in 1967.
The Viscount Northcliffe, a british publisher, was born in 1888.
Steven Sasson, a american electrical engineer inventor, was ______","Tarundeep Rai, a indian archery : 1998.
Martha Moody, a american novelist , physician : 1967.
The Viscount Northcliffe, a british publisher : 1888.
Steven Sasson, a american electrical engineer inventor, was ______",1950,19,24.666666666666668,2004,born in 1950.,born in 1950.
251,"Oh Yoon, a south korea painter , printmaker, was born in 2014.
Chiho Saito, a japanese manga artist, was born in 2028.
Sir Nadhmi Auchi, a british / iraqi businessman and philanthropist, was born in 1947.
Gérard Feldzer, a french former -lrb- french air and space museum -rrb- head of the '' musée de l'air '', was ______","Oh Yoon, a south korea painter , printmaker : 2014.
Chiho Saito, a japanese manga artist : 2028.
Sir Nadhmi Auchi, a british / iraqi businessman and philanthropist : 1947.
Gérard Feldzer, a french former -lrb- french air and space museum -rrb- head of the '' musée de l'air '', was ______",1944,11,13.333333333333334,2004,born in 1944.,born in 1944.
252,"Pirmin Meier, a swiss writer , teacher, was born in 2016.
Sir Peter James Lawler, a australia australian public servant, was born in 1967.
Benigno S. Aquino , Jr. ., a filipino politician, was born in 1935.
Samuel Hunter Christie, a british professor, was ______","Pirmin Meier, a swiss writer , teacher : 2016.
Sir Peter James Lawler, a australia australian public servant : 1967.
Benigno S. Aquino , Jr. ., a filipino politician : 1935.
Samuel Hunter Christie, a british professor, was ______",1784,6,13.0,1792,born in 1784.,born in 1784.
253,"Winston Churchill, a american novelist , writer, was born in 1886.
Lily Addison, a australian architect, was born in 1951.
Rene A. V. Saguisag, a filipino lawyer , senator, was born in 1945.
Mikhail Vladislavovich Tyurin, a russian mechanical engineer, was ______","Winston Churchill, a american novelist , writer : 1886.
Lily Addison, a australian architect : 1951.
Rene A. V. Saguisag, a filipino lawyer , senator : 1945.
Mikhail Vladislavovich Tyurin, a russian mechanical engineer, was ______",1960,12,42.333333333333336,2007,born in 1960.,born in 1960.
254,"John Bryan Bowman, a american landowner and educator, was born in 1860.
Warren Entsch, a australian politician, was born in 1992.
Lois Phillips Hudson, a american novelist and professor of english literature, was born in 1997.
Ad Visser, a dutch presenter , musician, was ______","John Bryan Bowman, a american landowner and educator : 1860.
Warren Entsch, a australian politician : 1992.
Lois Phillips Hudson, a american novelist and professor of english literature : 1997.
Ad Visser, a dutch presenter , musician, was ______",1947,1,16.666666666666668,1973,born in 1947.,born in 1947.
255,"Ken Jennings, a american computer scientist author, was born in 2029.
Christine Jorgensen, a american actress , night club singer, was born in 1945.
Cut Tari, a indonesian actress presenter model, was born in 2016.
Bhagat Singh Thind, a indian , american writer , lecturer, was ______","Ken Jennings, a american computer scientist author : 2029.
Christine Jorgensen, a american actress , night club singer : 1945.
Cut Tari, a indonesian actress presenter model : 2016.
Bhagat Singh Thind, a indian , american writer , lecturer, was ______",1892,13,63.666666666666664,1961,born in 1892.,born in 1892.
256,"Jenni Williams, a zimbabwean human rights activist, was born in 1963.
Kōji Yamamura, a japanese animation, was born in 2014.
Harshit Saxena, a indian music director , singer , film composer, was born in 2030.
Meryem Uzerli, a german , turkish actress , model, was ______","Jenni Williams, a zimbabwean human rights activist : 1963.
Kōji Yamamura, a japanese animation : 2014.
Harshit Saxena, a indian music director , singer , film composer : 2030.
Meryem Uzerli, a german , turkish actress , model, was ______",1983,53,13.333333333333334,2048,born in 1983.,born in 1983.
257,"Valay Shende, a indian contemporary artist sculptor, was born in 2024.
Inna Tsymbalyuk, a 22px ukrainian actress & model, was born in 2006.
Marek Żukow-Karczewski, a polish historian and journalist, was born in 2031.
Moon Chae-Won, a south korean actress, was ______","Valay Shende, a indian contemporary artist sculptor : 2024.
Inna Tsymbalyuk, a 22px ukrainian actress & model : 2006.
Marek Żukow-Karczewski, a polish historian and journalist : 2031.
Moon Chae-Won, a south korean actress, was ______",1986,0,5.0,2006,born in 1986.,born in 1986.
258,"Richard Cayne Perry, a united states hedge fund manager, was born in 2001.
Engin Altan Düzyatan, a turkish actor and presenter, was born in 1981.
Bryony Gordon, a british journalist , memoirist, was born in 2008.
File : Luka Rocco Magnotta Mugshot.Jpg, a canadian model , sex worker, was ______","Richard Cayne Perry, a united states hedge fund manager : 2001.
Engin Altan Düzyatan, a turkish actor and presenter : 1981.
Bryony Gordon, a british journalist , memoirist : 2008.
File : Luka Rocco Magnotta Mugshot.Jpg, a canadian model , sex worker, was ______",1982,0,40.666666666666664,1988,born in 1982.,born in 1982.
259,"Ragnvald Andreas Indrebø, a norwegian priest, was born in 1939.
James Argent, a british television personality , singer , radio dj, was born in 2002.
Simon Lokodo, a ugandan former catholic priest & politician, was born in 2008.
Ann Rutherford, a canadian-american actress, was ______","Ragnvald Andreas Indrebø, a norwegian priest : 1939.
James Argent, a british television personality , singer , radio dj : 2002.
Simon Lokodo, a ugandan former catholic priest & politician : 2008.
Ann Rutherford, a canadian-american actress, was ______",1917,17,13.0,1945,born in 1917.,born in 1917.
260,"Liza Monroy, a american novelist, was born in 2030.
Lizette Carrión, a american actress, was born in 1978.
Pentti Aalto, a finnish linguist, was born in 1959.
Ron Ziel, a american photographer/historian, was ______","Liza Monroy, a american novelist : 2030.
Lizette Carrión, a american actress : 1978.
Pentti Aalto, a finnish linguist : 1959.
Ron Ziel, a american photographer/historian, was ______",1939,7,5.333333333333333,2007,born in 1939.,born in 1939.
261,"Douglas Brinkley, a american historian, was born in 1995.
David J. Hamer, a australian naval officer, was born in 1987.
Rebecca Hazelton, a american poet, was born in 2004.
Angie Chen Button, a american businesswoman, was ______","Douglas Brinkley, a american historian : 1995.
David J. Hamer, a australian naval officer : 1987.
Rebecca Hazelton, a american poet : 2004.
Angie Chen Button, a american businesswoman, was ______",1954,10,24.333333333333332,1966,born in 1954.,born in 1954.
262,"Joe Bob Briggs, a american film critic , writer , actor, was born in 1961.
Babasaheb Purandare, a indian writer, was born in 1977.
William Copeland Borlase, a british antiquarian and politician, was born in 1915.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and, was ______","Joe Bob Briggs, a american film critic , writer , actor : 1961.
Babasaheb Purandare, a indian writer : 1977.
William Copeland Borlase, a british antiquarian and politician : 1915.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and, was ______",1975,82,30.333333333333332,1994,born in 1975.,born in 1975.
263,"Thomas Jouannet, a french actor, was born in 2028.
William Bogert, a american actor, was born in 1964.
Lynda Williams, a canadian author , blogger , analyst, was born in 2023.
Ivan Focht, a croat philosopher , mycologist, was ______","Thomas Jouannet, a french actor : 2028.
William Bogert, a american actor : 1964.
Lynda Williams, a canadian author , blogger , analyst : 2023.
Ivan Focht, a croat philosopher , mycologist, was ______",1927,5,3.3333333333333335,1966,born in an unknown year.,born in an unknown year.
264,"Pierre Cardinal, a french screenwriter, was born in 1957.
Rovnag Abdullayev, a azerbaijani businessman, was born in 1965.
General Gordon Baker Jr. ., a american autoworker, was born in 1946.
Letitia Elizabeth Landon, a english writer, was ______","Pierre Cardinal, a french screenwriter : 1957.
Rovnag Abdullayev, a azerbaijani businessman : 1965.
General Gordon Baker Jr. ., a american autoworker : 1946.
Letitia Elizabeth Landon, a english writer, was ______",1802,70,7.0,1805,born in 1802.,born in 1802.
265,"Alexei Navalny, a russian lawyer , activist , politician, was born in 2035.
Qurratulain Hyder, a indian writer, was born in 1968.
Graham Kennedy, a australian television personality, was born in 1986.
Ron Luciano, a american umpire , author, was ______","Alexei Navalny, a russian lawyer , activist , politician : 2035.
Qurratulain Hyder, a indian writer : 1968.
Graham Kennedy, a australian television personality : 1986.
Ron Luciano, a american umpire , author, was ______",1937,39,226.66666666666666,1969,born in 1937.,born in 1937.
266,"Koh Tsu Koon, a malaysian educator , politician, was born in 2020.
Michael Kumpfmüller, a german novelist, was born in 2009.
David Hawker, a australian farmer and grazier, was born in 1973.
Noël Godin, a belgian writer , critic , actor , anarchist, was ______","Koh Tsu Koon, a malaysian educator , politician : 2020.
Michael Kumpfmüller, a german novelist : 2009.
David Hawker, a australian farmer and grazier : 1973.
Noël Godin, a belgian writer , critic , actor , anarchist, was ______",1945,5,10.0,2011,born in 1945.,born in 1945.
267,"Dr. Jayanti Naik, a indian writer , folklorist, was born in 1985.
Matilda Mary Hays, a british author , journalist , actor , translator, was born in 1823.
Andy Weir, a american novelist , programmer, was born in 1982.
Dick Berggren, a american motorsports announcer and magazine editor, was ______","Dr. Jayanti Naik, a indian writer , folklorist : 1985.
Matilda Mary Hays, a british author , journalist , actor , translator : 1823.
Andy Weir, a american novelist , programmer : 1982.
Dick Berggren, a american motorsports announcer and magazine editor, was ______",1942,20,23.666666666666668,1942,born in 1942.,born in 1942.
268,"Ernest Christopher Dowson, a english poet , novelist , and short-story writer, was born in 1910.
Tina Romero, a usa american actress, was born in 1992.
John Elwes, a british politician , moneylender, was born in 1749.
John Steptoe, a american author, was ______","Ernest Christopher Dowson, a english poet , novelist , and short-story writer : 1910.
Tina Romero, a usa american actress : 1992.
John Elwes, a british politician , moneylender : 1749.
John Steptoe, a american author, was ______",1950,10,10.666666666666666,1984,born in 1950.,born in 1950.
269,"William Oefelein, a american pilot, was born in 2017.
May Chidiac, a lebanon lebanese former tv moderator, was born in 2002.
'' ` Nadine Coyle '' ', a irish singer songwriter entrepreneur, was born in 2009.
Tor Berger Jørgensen, a norwegian priest , provost , bishop, was ______","William Oefelein, a american pilot : 2017.
May Chidiac, a lebanon lebanese former tv moderator : 2002.
'' ` Nadine Coyle '' ', a irish singer songwriter entrepreneur : 2009.
Tor Berger Jørgensen, a norwegian priest , provost , bishop, was ______",1945,9,51.666666666666664,1983,born in 1956.,born in 1956.
270,"Frederick Fleitz, a american intelligence analyst security analyst, was born in 1992.
Trinidad Sanchez , Jr. ., a united states of america poet, was born in 1994.
Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group, was born in 1990.
Lois Phillips Hudson, a american novelist and professor of english literature, was ______","Frederick Fleitz, a american intelligence analyst security analyst : 1992.
Trinidad Sanchez , Jr. ., a united states of america poet : 1994.
Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group : 1990.
Lois Phillips Hudson, a american novelist and professor of english literature, was ______",1927,8,18.666666666666668,1997,born in 1927.,born in 1927.
271,"Brenna Garcia, a filipino * actor , commercial model , dancer, was born in 2074.
Devaughn Nixon, a american actor, was born in 1994.
Joseph Calleja, a maltese tenor, was born in 2015.
William Wellington Greener, a uk gunsmith, was ______","Brenna Garcia, a filipino * actor , commercial model , dancer : 2074.
Devaughn Nixon, a american actor : 1994.
Joseph Calleja, a maltese tenor : 2015.
William Wellington Greener, a uk gunsmith, was ______",1834,0,7.0,1889,born in 1806.,born in 1806.
272,"Emily Abi Rached Nasrallah, a lebanese novelist , journalist , short-story writer, was born in 1945.
John Collier, a british short story writer , screenplay writer, was born in 1942.
Steven Charles Witkoff, a united states real estate investor, was born in 1995.
Anatoly Yakovlevich Solovyev, a russian test pilot, was ______","Emily Abi Rached Nasrallah, a lebanese novelist , journalist , short-story writer : 1945.
John Collier, a british short story writer , screenplay writer : 1942.
Steven Charles Witkoff, a united states real estate investor : 1995.
Anatoly Yakovlevich Solovyev, a russian test pilot, was ______",1948,17,34.0,1971,born in 1948.,born in 1948.
273,"Fred Weldon Leslie, a american scientist, was born in 1986.
Willem Drees , Jr. ., a dutch politician civil servant economist professor, was born in 1940.
Sir Eric Harrison, a australian soldier, was born in 1906.
Sneha Anne Philip, a indian american physician, was ______","Fred Weldon Leslie, a american scientist : 1986.
Willem Drees , Jr. ., a dutch politician civil servant economist professor : 1940.
Sir Eric Harrison, a australian soldier : 1906.
Sneha Anne Philip, a indian american physician, was ______",1969,0,3.0,2013,born in 1969.,born in 1969.
274,"Slobodan Samardžić Слободан Самарџић, a serbian university professor, was born in 1971.
Jose Maria Panganiban, a philippines filipino writer , journalist, was born in 1930.
Gwendoline Williams Butler, a british novelist, was born in 1994.
Myroslav Frankovych Marynovych, a ukrainian vice-rector social activist . of the ukrainian catholic university , lecturer ,, was ______","Slobodan Samardžić Слободан Самарџић, a serbian university professor : 1971.
Jose Maria Panganiban, a philippines filipino writer , journalist : 1930.
Gwendoline Williams Butler, a british novelist : 1994.
Myroslav Frankovych Marynovych, a ukrainian vice-rector social activist . of the ukrainian catholic university , lecturer ,, was ______",1949,27,6.666666666666667,1954,born in 1949.,born in 1949.
275,"Christos Chomenidis, a greek novelist, was born in 2017.
Rajeev Khandelwal, a indian actor , tv presenter , model, was born in 2023.
Ian Galliguez, a filipino actress, was born in 2012.
Lily Addison, a australian architect, was ______","Christos Chomenidis, a greek novelist : 2017.
Rajeev Khandelwal, a indian actor , tv presenter , model : 2023.
Ian Galliguez, a filipino actress : 2012.
Lily Addison, a australian architect, was ______",1885,54,48.666666666666664,1951,born in [year].,born in [year].
276,"Yasuko Nagazumi, a japanese businesswoman former actress, was born in 1991.
Sir Stephen Spender, a united kingdom poet , novelist , essayist, was born in 1938.
Terry Moran, a australian public servant, was born in 2015.
Henry O. Havemeyer, a american industrialist , entrepreneur, was ______","Yasuko Nagazumi, a japanese businesswoman former actress : 1991.
Sir Stephen Spender, a united kingdom poet , novelist , essayist : 1938.
Terry Moran, a australian public servant : 2015.
Henry O. Havemeyer, a american industrialist , entrepreneur, was ______",1847,64,15.0,1882,born in 1847.,born in 1847.
277,"Robin Roberts, a american news anchor, was born in 1972.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of, was born in 1987.
Vicky Beeching, a british musician and religious commentator, was born in 2048.
Norman Fitzroy Maclean, a american author english literature professor, was ______","Robin Roberts, a american news anchor : 1972.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of : 1987.
Vicky Beeching, a british musician and religious commentator : 2048.
Norman Fitzroy Maclean, a american author english literature professor, was ______",1902,72,41.333333333333336,1919,born in 1902.,born in 1902.
278,"Sir Eric Harrison, a australian soldier, was born in 1906.
Winston Churchill, a american novelist , writer, was born in 1886.
Cesare Merzagora, a italian banker , manager , politician, was born in 1954.
Nita Ambani, a indian chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani, was ______","Sir Eric Harrison, a australian soldier : 1906.
Winston Churchill, a american novelist , writer : 1886.
Cesare Merzagora, a italian banker , manager , politician : 1954.
Nita Ambani, a indian chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani, was ______",1963,77,10.333333333333334,2005,born in 1963.,born in 1963.
279,"Masuda Takashi 益田 孝, a japan entrepreneur, was born in 1904.
Warren Stevens, a american actor, was born in 1979.
Richard Greene, a canadian poet , biographer , critic, was born in 2008.
Ronald Mcnair, a american physicist, was ______","Masuda Takashi 益田 孝, a japan entrepreneur : 1904.
Warren Stevens, a american actor : 1979.
Richard Greene, a canadian poet , biographer , critic : 2008.
Ronald Mcnair, a american physicist, was ______",1950,36,4.0,2019,born in 1950.,born in 1950.
280,"Brankica Stanković, a serbian journalist, was born in 2000.
Tashi Wangchuk Tenzing, a nepalese mountaineer , tour guide, was born in 2002.
Bill Geivett, a american director of major league operations, was born in 1982.
Soong May-Ling, a republic of china first lady of the republic of china, was ______","Brankica Stanković, a serbian journalist : 2000.
Tashi Wangchuk Tenzing, a nepalese mountaineer , tour guide : 2002.
Bill Geivett, a american director of major league operations : 1982.
Soong May-Ling, a republic of china first lady of the republic of china, was ______",1898,0,19.0,1917,born in 1897.,born in 1897.
281,"Dan Forrest, a american composer, was born in 1998.
Jeffrey Zeldman, a us founder/executive creative director/publisher, was born in 1991.
Walter Extra, a german aircraft designer and manufacturer, was born in 1992.
Matthias Storme, a belgium politician , lawyer , academic , philosopher, was ______","Dan Forrest, a american composer : 1998.
Jeffrey Zeldman, a us founder/executive creative director/publisher : 1991.
Walter Extra, a german aircraft designer and manufacturer : 1992.
Matthias Storme, a belgium politician , lawyer , academic , philosopher, was ______",1959,7,11.666666666666666,1964,born in 1959.,born in 1959.
282,"Halbe Zijlstra, a dutch politician management consultant, was born in 1986.
David Griggs, a american test pilot, was born in 1997.
Kōji Yamamura, a japanese animation, was born in 2014.
Rehman, a indian actor, was ______","Halbe Zijlstra, a dutch politician management consultant : 1986.
David Griggs, a american test pilot : 1997.
Kōji Yamamura, a japanese animation : 2014.
Rehman, a indian actor, was ______",1921,6,9.666666666666666,1982,born in 1921.,born in 1921.
283,"Carlos Tramontina, a brazilian journalist and anchor, was born in 1982.
Abdul Ghafoor Breshna, a afghan painter , music composer , poet , film director, was born in 1934.
James Paul Warburg, a united states banker and writer, was born in 1921.
Sir Philip Colfox, a british politician , farmer , former soldier, was ______","Carlos Tramontina, a brazilian journalist and anchor : 1982.
Abdul Ghafoor Breshna, a afghan painter , music composer , poet , film director : 1934.
James Paul Warburg, a united states banker and writer : 1921.
Sir Philip Colfox, a british politician , farmer , former soldier, was ______",1888,15,8.0,1960,born in 1899.,born in 1899.
284,"Marius Von Mayenburg, a german playwright, was born in 2008.
Barney Cooney, a australian barrister, was born in 1970.
George Addes, a american-lebanese politician , activist trade unionist, was born in 1916.
Cut Tari, a indonesian actress presenter model, was ______","Marius Von Mayenburg, a german playwright : 2008.
Barney Cooney, a australian barrister : 1970.
George Addes, a american-lebanese politician , activist trade unionist : 1916.
Cut Tari, a indonesian actress presenter model, was ______",1977,13,7.0,2016,born in 1977.,born in 1977.
285,"Christine Jorgensen, a american actress , night club singer, was born in 1945.
Hanna Winsnes, a norwegian poet , novelist , non-fiction writer, was born in 1841.
Anton Nikolaevich Shkaplerov, a russian colonel , russian air force, was born in 2045.
Richard Bruce Nugent, a american author , artist, was ______","Christine Jorgensen, a american actress , night club singer : 1945.
Hanna Winsnes, a norwegian poet , novelist , non-fiction writer : 1841.
Anton Nikolaevich Shkaplerov, a russian colonel , russian air force : 2045.
Richard Bruce Nugent, a american author , artist, was ______",1906,25,25.666666666666668,1940,born in 1906.,born in 1906.
286,"'' ` Mona Vasu '' ', a indian actress, was born in 2013.
Shekhar Gurera, a indian cartoonist , caricaturist , illustrator , designer, was born in 2022.
Engin Altan Düzyatan, a turkish actor and presenter, was born in 1981.
Warren Entsch, a australian politician, was ______","'' ` Mona Vasu '' ', a indian actress : 2013.
Shekhar Gurera, a indian cartoonist , caricaturist , illustrator , designer : 2022.
Engin Altan Düzyatan, a turkish actor and presenter : 1981.
Warren Entsch, a australian politician, was ______",1950,30,37.333333333333336,1992,born in 1950.,born in 1950.
287,"Frank Yerby, a american historical novelist, was born in 1960.
Anjali Joseph, a british , indian writer , journalist , teacher, was born in 2024.
Baldemar Velásquez, a american labor leader, was born in 1975.
Anya Reiss, a british playwright, was ______","Frank Yerby, a american historical novelist : 1960.
Anjali Joseph, a british , indian writer , journalist , teacher : 2024.
Baldemar Velásquez, a american labor leader : 1975.
Anya Reiss, a british playwright, was ______",1991,4,54.666666666666664,2037,born in 1991.,born in 1991.
288,"Irwin Altman, a american social psychologist, was born in 1970.
Sante Kimes, a american con artist, was born in 1945.
Kostis Palamas, a greek poet, was born in 1927.
Atis Kronvalds, a latvian writer , linguist and pedagogue, was ______","Irwin Altman, a american social psychologist : 1970.
Sante Kimes, a american con artist : 1945.
Kostis Palamas, a greek poet : 1927.
Atis Kronvalds, a latvian writer , linguist and pedagogue, was ______",1837,1,16.666666666666668,1891,born in 1837.,born in 1837.
289,"The Viscount Northcliffe, a british publisher, was born in 1888.
Moses Ali, a ugandan military officer , lawyer & politician, was born in 1965.
Sir Thomas Upington, a anglo-irish politician , lawyer, was born in 1867.
Bharati Mukherjee, a india , united states , canada professor , author , fiction writer , non-fiction writer , novelist , essayist , short story writer, was ______","The Viscount Northcliffe, a british publisher : 1888.
Moses Ali, a ugandan military officer , lawyer & politician : 1965.
Sir Thomas Upington, a anglo-irish politician , lawyer : 1867.
Bharati Mukherjee, a india , united states , canada professor , author , fiction writer , non-fiction writer , novelist , essayist , short story writer, was ______",1940,8,26.666666666666668,1949,born in 1940.,born in 1940.
290,"Kay Thompson, a american author . , composer , musician , actress , singer, was born in 1982.
Moon Chae-Won, a south korean actress, was born in 2006.
K. Balaji, a indian film actor , producer, was born in 1961.
Louane Emera, a french singer actress, was ______","Kay Thompson, a american author . , composer , musician , actress , singer : 1982.
Moon Chae-Won, a south korean actress : 2006.
K. Balaji, a indian film actor , producer : 1961.
Louane Emera, a french singer actress, was ______",1996,0,12.0,2053,born in 1996.,born in 1996.
