,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
504,504,John Coates,John Coates (businessman),businessman,british,1970.0,1970,8,John Coates was a british businessman. When was John Coates born?,"There seems to be some confusion here as there are multiple notable individuals named John Coates. For instance, John Coates, the British businessman and co-founder of Bet365, was born on January 21, 1970. However, John Coates, the British film and television producer, was born on March 26, 1927. Could you please specify which John Coates you are referring to?"
505,505,Carmella Decesare,Carmella Decesare,"model , professional wrestler",american,1982.0,1982,0,"Carmella Decesare was a american model , professional wrestler. When was Carmella Decesare born?","Carmella DeCesare was born on July 1, 1982."
506,506,"Charles Fanshawe , 4Th Viscount Fanshawe","Charles Fanshawe, 4th Viscount Fanshawe",politician,british,1643.0,1643,12,"Charles Fanshawe , 4Th Viscount Fanshawe was a british politician. When was Charles Fanshawe , 4Th Viscount Fanshawe born?","Charles Fanshawe, 4th Viscount Fanshawe was born on March 27, 1676."
507,507,Jason Villalba,Jason Villalba,attorney,american,1971.0,1971,25,Jason Villalba was a american attorney. When was Jason Villalba born?,"Jason Villalba was born on March 26, 1971."
508,508,Paul Tirard,Paul Tirard,chairman of the inter-allied rhineland high commission .,french,1879.0,1879,5,Paul Tirard was a french chairman of the inter-allied rhineland high commission .. When was Paul Tirard born?,"Paul Tirard was born on February 27, 1879."
509,509,Charles Gordon Mosley,Charles Mosley (genealogist),"editor , author , broadcaster , publisher",british,1948.0,1948,8,"Charles Gordon Mosley was a british editor , author , broadcaster , publisher. When was Charles Gordon Mosley born?","Charles Gordon Mosley was born on September 14, 1948."
510,510,Devaughn Nixon,Devaughn Nixon,actor,american,1983.0,1983,0,Devaughn Nixon was a american actor. When was Devaughn Nixon born?,"Devaughn Nixon was born on July 8, 1983."
511,511,Glen Manchester,Glen Manchester,technology entrepreneur,english,1965.0,1965,12,Glen Manchester was a english technology entrepreneur. When was Glen Manchester born?,Glen Manchester's birth date is not publicly available.
512,512,Ahmet Bozer,Ahmet Bozer,executive vice president and president of coca-cola international,turkish,1960.0,1960,12,Ahmet Bozer was a turkish executive vice president and president of coca-cola international. When was Ahmet Bozer born?,"Ahmet Bozer was born on July 1, 1959."
513,513,Puşi Dinulescu,Puși Dinulescu,"playwright novelist , poet and polemist , film , theatre and television director ,",20px romanian,1942.0,1942,1,"Puşi Dinulescu was a 20px romanian playwright novelist , poet and polemist , film , theatre and television director ,. When was Puşi Dinulescu born?","Puşi Dinulescu was born on August 2, 1947."
514,514,Isaac Musumba,Isaac Musumba,lawyer & politician,ugandan,1961.0,1961,19,Isaac Musumba was a ugandan lawyer & politician. When was Isaac Musumba born?,Isaac Musumba was born on 27 December 1960.
515,515,Janny Wurts,Janny Wurts,"author , illustrator",american,1953.0,1953,16,"Janny Wurts was a american author , illustrator. When was Janny Wurts born?","Janny Wurts was born on December 10, 1953."
516,516,Phill Lewis,Phill Lewis,"actor , comedian , television director",american,1968.0,1968,15,"Phill Lewis was a american actor , comedian , television director. When was Phill Lewis born?","Phill Lewis was born on September 4, 1968."
517,517,Ulka Gupta,Ulka Gupta,actress,indian,1997.0,1997,13,Ulka Gupta was a indian actress. When was Ulka Gupta born?,"Ulka Gupta was born on April 12, 1997."
518,518,Rodolfo Emilio Giuseppe Pichi-Sermolli,Rodolfo Emilio Giuseppe Pichi-Sermolli,botany,italian,1912.0,1912,2,Rodolfo Emilio Giuseppe Pichi-Sermolli was a italian botany. When was Rodolfo Emilio Giuseppe Pichi-Sermolli born?,"Rodolfo Emilio Giuseppe Pichi-Sermolli was born on February 5, 1912."
519,519,Gus Levy,Gus Levy,investment banker,united states,1910.0,1910,3,Gus Levy was a united states investment banker. When was Gus Levy born?,"Gus Levy was born on August 3, 1910."
520,520,György Gyula Zagyva,György Gyula Zagyva,politician,hungarian,1976.0,1976,0,György Gyula Zagyva was a hungarian politician. When was György Gyula Zagyva born?,"György Gyula Zagyva was born on August 21, 1972."
521,521,Maxime Nocher,Maxime Nocher,professional kite surfer,french and monaco,1994.0,1994,2,Maxime Nocher was a french and monaco professional kite surfer. When was Maxime Nocher born?,"Maxime Nocher was born on April 19, 1993."
522,522,Gene Tierney,Gene Tierney,actress,american,1920.0,1920,76,Gene Tierney was a american actress. When was Gene Tierney born?,"Gene Tierney was born on November 19, 1920."
523,523,Peter George,Peter George (professor),academic administration,canadian,1941.0,1941,11,Peter George was a canadian academic administration. When was Peter George born?,"Peter George was born on April 29, 1941."
524,524,Marci Bowers,Marci Bowers,surgeon,american,1958.0,1958,39,Marci Bowers was a american surgeon. When was Marci Bowers born?,"Marci Bowers was born on January 18, 1958."
525,525,The Lord Chilver,"Henry Chilver, Baron Chilver",engineer,british,1926.0,1926,29,The Lord Chilver was a british engineer. When was The Lord Chilver born?,"The Lord Chilver was born on April 17, 1926."
526,526,Catherine Namugala,Catherine Namugala,politician,zambian,1966.0,1966,7,Catherine Namugala was a zambian politician. When was Catherine Namugala born?,"Catherine Namugala was born on November 3, 1966."
527,527,Lizette Carrión,Lizette Carrión,actress,american,1972.0,1972,0,Lizette Carrión was a american actress. When was Lizette Carrión born?,"Lizette Carrión was born on March 12, 1972."
528,528,Emmanuel Goffi,Emmanuel Goffi,french air force officer,france,1971.0,1971,19,Emmanuel Goffi was a france french air force officer. When was Emmanuel Goffi born?,"I'm sorry, but I couldn't find the specific information about Emmanuel Goffi's birth date."
529,529,Peter I. Chang,Peter I. Chang,"artist , illustrator and filmmaker",taiwanese,1973.0,1973,14,"Peter I. Chang was a taiwanese artist , illustrator and filmmaker. When was Peter I. Chang born?","There seems to be no publicly available information about the birth date of Peter I. Chang, the Taiwanese artist, illustrator, and filmmaker."
530,530,Carlos Tramontina,Carlos Tramontina,journalist and anchor,brazilian,1956.0,1956,10,Carlos Tramontina was a brazilian journalist and anchor. When was Carlos Tramontina born?,"Carlos Tramontina was born on May 17, 1956."
531,531,Alan Derek Piggott,Derek Piggott,retired flying instructor and author,english,1922.0,1922,9,Alan Derek Piggott was a english retired flying instructor and author. When was Alan Derek Piggott born?,"Alan Derek Piggott was born on December 27, 1922."
532,532,Mariam Najjemba,Mariam Najjemba,administrator & politician,ugandan,1972.0,1972,10,Mariam Najjemba was a ugandan administrator & politician. When was Mariam Najjemba born?,Mariam Najjemba's birth date is not publicly available.
533,533,Kārlis Irbītis,Kārlis Irbītis,airplane designer,latvian,1904.0,1904,1,Kārlis Irbītis was a latvian airplane designer. When was Kārlis Irbītis born?,"Kārlis Irbītis was born on October 13, 1904."
534,534,Nicholas Longworth,Nicholas Longworth (winemaker),"lawyer , banker , real estate speculator , winemaker",american,1783.0,1783,12,"Nicholas Longworth was a american lawyer , banker , real estate speculator , winemaker. When was Nicholas Longworth born?","Nicholas Longworth was born on January 16, 1783."
535,535,Warren Adler,Warren Adler,author,american,1927.0,1927,18,Warren Adler was a american author. When was Warren Adler born?,"Warren Adler was born on December 16, 1927."
536,536,Hugh Herr,Hugh Herr,academic engineer biophysicist,american,1964.0,1964,34,Hugh Herr was a american academic engineer biophysicist. When was Hugh Herr born?,"Hugh Herr was born on October 25, 1964."
537,537,Wang Jianguo Zh-Hans-Cn 王建国,Wang Jianguo,politician,chinese,1965.0,1965,3,Wang Jianguo Zh-Hans-Cn 王建国 was a chinese politician. When was Wang Jianguo Zh-Hans-Cn 王建国 born?,"I'm sorry, but I couldn't find specific information on the birth date of a Chinese politician named Wang Jianguo. There might be multiple individuals with the same name, or the person in question might not be well-known or have their information readily available online."
538,538,Wei Junxing Zh-Hans-Cn 魏俊星,Wei Junxing,politician,chinese,1955.0,1955,6,Wei Junxing Zh-Hans-Cn 魏俊星 was a chinese politician. When was Wei Junxing Zh-Hans-Cn 魏俊星 born?,"I'm sorry, but I couldn't find specific information on when Wei Junxing was born."
539,539,Jean-Philippe Toussaint,Jean-Philippe Toussaint,novelist screenwriter director,belgian,1957.0,1957,33,Jean-Philippe Toussaint was a belgian novelist screenwriter director. When was Jean-Philippe Toussaint born?,"Jean-Philippe Toussaint was born on November 29, 1957."
540,540,Baltasar Porcel I Pujol,Baltasar Porcel,"journalist , writer",spanish,1937.0,1937,2,"Baltasar Porcel I Pujol was a spanish journalist , writer. When was Baltasar Porcel I Pujol born?","Baltasar Porcel i Pujol was born on March 13, 1937."
541,541,Dorothy B. Porter,Dorothy B. Porter,librarian bibliographer curator,american,1905.0,1905,19,Dorothy B. Porter was a american librarian bibliographer curator. When was Dorothy B. Porter born?,"Dorothy B. Porter was born on May 25, 1905."
542,542,Stanisław Mackiewicz,Stanisław Mackiewicz,"politician , writer",polish,1896.0,1896,3,"Stanisław Mackiewicz was a polish politician , writer. When was Stanisław Mackiewicz born?",Stanisław Mackiewicz was born on 18 July 1896.
543,543,Michael Lulume Bayigga,Michael Lulume Bayigga,physician & politician,ugandan,1970.0,1970,6,Michael Lulume Bayigga was a ugandan physician & politician. When was Michael Lulume Bayigga born?,Michael Lulume Bayigga was born on 15 August 1968.
544,544,Will Tuckett,Will Tuckett,ballet choreographer,british,1969.0,1969,3,Will Tuckett was a british ballet choreographer. When was Will Tuckett born?,"Will Tuckett was born on August 23, 1969."
545,545,Phalgunanda Lingden,Phalgunanda,was a great teacher,nepalese,1885.0,1885,6,Phalgunanda Lingden was a nepalese was a great teacher. When was Phalgunanda Lingden born?,"Phalgunanda Lingden was born on March 4, 1885."
546,546,Irina P. Kupchenko,Irina Kupchenko,actress,russian,1948.0,1948,17,Irina P. Kupchenko was a russian actress. When was Irina P. Kupchenko born?,"Irina P. Kupchenko was born on March 1, 1948."
547,547,Pablo Fanque,Pablo Fanque,circus proprietor ; equestrian performer,uk,1796.0,1810,58,Pablo Fanque was a uk circus proprietor ; equestrian performer. When was Pablo Fanque born?,"Pablo Fanque was born on February 28, 1810."
548,548,Matilda Mary Hays,Matilda Hays,"author , journalist , actor , translator",british,1820.0,1820,59,"Matilda Mary Hays was a british author , journalist , actor , translator. When was Matilda Mary Hays born?","Matilda Mary Hays was born on September 8, 1820."
549,549,Chris Widener,Chris Widener (author),"author , motivational speaker",american,1966.0,1966,8,"Chris Widener was a american author , motivational speaker. When was Chris Widener born?","Chris Widener was born on April 24, 1966."
550,550,Oh Yoon,O Yoon,"painter , printmaker",south korea,1946.0,1946,24,"Oh Yoon was a south korea painter , printmaker. When was Oh Yoon born?","Oh Yoon was born on March 12, 1946."
551,551,Saqib Saleem,Saqib Saleem,"actor , model",indian,1988.0,1988,54,"Saqib Saleem was a indian actor , model. When was Saqib Saleem born?","Saqib Saleem was born on April 8, 1988."
552,552,Pirmin Meier,Pirmin Meier,"writer , teacher",swiss,1947.0,1947,5,"Pirmin Meier was a swiss writer , teacher. When was Pirmin Meier born?","Pirmin Meier was born on November 26, 1947."
553,553,Sulochana Chavan,Sulochana Chavan,singer,indian,1933.0,1933,22,Sulochana Chavan was a indian singer. When was Sulochana Chavan born?,Sulochana Chavan was born on 25 October 1933.
554,554,Nicolás Álvarez Martínez,Nicolás Álvarez Martínez,politician,mexican,1963.0,1963,1,Nicolás Álvarez Martínez was a mexican politician. When was Nicolás Álvarez Martínez born?,"I'm sorry, but I couldn't find specific information on the birth date of Nicolás Álvarez Martínez."
555,555,Dr. Rajkumar Sharma,Rajkumar Sharma (politician),politician,indian,1973.0,1973,4,Dr. Rajkumar Sharma was a indian politician. When was Dr. Rajkumar Sharma born?,"I'm sorry, but I couldn't find specific information on a politician named Dr. Rajkumar Sharma's birth date. It's possible that you may be referring to a less-known or local figure, and in such cases, their personal information might not be widely available online. If you have more details or if there's a different person you're asking about, feel free to provide more information!"
556,556,Alf Rehn,Alf Rehn,"professor , author , speaker",finnish,1972.0,1972,19,"Alf Rehn was a finnish professor , author , speaker. When was Alf Rehn born?","Alf Rehn was born on January 19, 1972."
557,557,Michel Wyder,Michel Wyder,rally co-driver,sui,1950.0,1950,1,Michel Wyder was a sui rally co-driver. When was Michel Wyder born?,"I'm sorry, but I couldn't find the specific information about Michel Wyder's birth date."
558,558,William Makepeace Thackeray,William Makepeace Thackeray,"novelist , poet",english,1811.0,1811,42,"William Makepeace Thackeray was a english novelist , poet. When was William Makepeace Thackeray born?","William Makepeace Thackeray was born on July 18, 1811."
559,559,David Gordon,David Gordon (philosopher),libertarian philosopher and intellectual historian,american,1948.0,1948,34,David Gordon was a american libertarian philosopher and intellectual historian. When was David Gordon born?,"David Gordon was born on August 7, 1948."
560,560,Chieko Aioi,Chieko Aioi,"actress , voice actress",japanese,1934.0,1934,2,"Chieko Aioi was a japanese actress , voice actress. When was Chieko Aioi born?","Chieko Aioi was born on November 5, 1931."
561,561,Yasuko Nagazumi,Yasuko Nagazumi,businesswoman former actress,japanese,1943.0,1943,5,Yasuko Nagazumi was a japanese businesswoman former actress. When was Yasuko Nagazumi born?,"Yasuko Nagazumi was born on March 18, 1943."
562,562,Derek Brown,Derek Brown (politician),attorney,american,1971.0,1971,5,Derek Brown was a american attorney. When was Derek Brown born?,"I'm sorry, but I couldn't find specific information on the birth date of an American attorney named Derek Brown."
563,563,Sir Nadhmi Auchi,Nadhmi Auchi,businessman and philanthropist,british / iraqi,1937.0,1937,15,Sir Nadhmi Auchi was a british / iraqi businessman and philanthropist. When was Sir Nadhmi Auchi born?,"Sir Nadhmi Auchi was born on June 11, 1937."
564,564,Pawan Kumar,Pawan Kumar (wrestler),ongc,indian,1993.0,1993,7,Pawan Kumar was a indian ongc. When was Pawan Kumar born?,"Without specific information about which Pawan Kumar you're referring to, it's impossible to provide a birth date. There are likely many people with that name in India, including those who work or have worked for Oil and Natural Gas Corporation (ONGC). Please provide more details."
565,565,Anna Silk,Anna Silk,actress,canadian,1974.0,1974,33,Anna Silk was a canadian actress. When was Anna Silk born?,"Anna Silk was born on January 31, 1974."
566,566,Bonnie Greer,Bonnie Greer,"playwright , author , critic",british -lrb- naturalized 1997 -rrb-,1948.0,1948,61,"Bonnie Greer was a british -lrb- naturalized 1997 -rrb- playwright , author , critic. When was Bonnie Greer born?","Bonnie Greer was born on November 16, 1948."
567,567,Daniel Mattes,Daniel Mattes,founder of jumio co-founder of jajah co-founder of auftrag.at,austrian,1972.0,1972,17,Daniel Mattes was a austrian founder of jumio co-founder of jajah co-founder of auftrag.at. When was Daniel Mattes born?,"Daniel Mattes was born on March 25, 1975."
568,568,Brian Ronald Macdonald,Brian Macdonald (choreographer),"teacher , dancer , choreographer , director",canadian,1928.0,1928,46,"Brian Ronald Macdonald was a canadian teacher , dancer , choreographer , director. When was Brian Ronald Macdonald born?","Brian Ronald Macdonald was born on May 14, 1928."
569,569,Ken Follett,Ken Follett,novelist,welsh,1949.0,1949,42,Ken Follett was a welsh novelist. When was Ken Follett born?,"Ken Follett was born on June 5, 1949."
570,570,Jacques Sternberg,Jacques Sternberg,writer,belgian,1923.0,1923,0,Jacques Sternberg was a belgian writer. When was Jacques Sternberg born?,"Jacques Sternberg was born on April 17, 1923."
571,571,Marita Lindquist,Marita Lindquist,novelist,finn,1918.0,1918,0,Marita Lindquist was a finn novelist. When was Marita Lindquist born?,"Marita Lindquist was born on November 1, 1918."
572,572,Polly Courtney,Polly Courtney,writer,british,2010.0,1980,23,Polly Courtney was a british writer. When was Polly Courtney born?,"Polly Courtney was born on November 22, 1979."
573,573,Adolph Freiherr Von Braun,Adolph Aloys von Braun,director of the emperor 's cabinet 's chancellery,austrian,1818.0,1818,2,Adolph Freiherr Von Braun was a austrian director of the emperor 's cabinet 's chancellery. When was Adolph Freiherr Von Braun born?,"Adolph Freiherr Von Braun was born on November 18, 1832."
574,574,William Copeland Borlase,William Copeland Borlase,antiquarian and politician,british,1848.0,1848,10,William Copeland Borlase was a british antiquarian and politician. When was William Copeland Borlase born?,"William Copeland Borlase was born on February 2, 1848."
575,575,Adriano Herrerabarría,Adriano Herrerabarría,painter and teacher,panamanian,1928.0,1928,0,Adriano Herrerabarría was a panamanian painter and teacher. When was Adriano Herrerabarría born?,"Adriano Herrerabarría was born on November 30, 1936."
576,576,Stephen Yokich,Stephen Yokich,labor leader,american,1935.0,1935,94,Stephen Yokich was a american labor leader. When was Stephen Yokich born?,"Stephen Yokich was born on December 25, 1935."
577,577,Walter Herries Pollock,Walter Herries Pollock,"writer , lecturer , poet , journalist",british,1850.0,1850,43,"Walter Herries Pollock was a british writer , lecturer , poet , journalist. When was Walter Herries Pollock born?","Walter Herries Pollock was born on February 7, 1850."
578,578,Saviour Pirotta,Saviour Pirotta,author,british,1958.0,1958,26,Saviour Pirotta was a british author. When was Saviour Pirotta born?,"Saviour Pirotta was born on February 27, 1958."
579,579,Anthony Dexter,Anthony Dexter,actor,united states,1913.0,1913,4,Anthony Dexter was a united states actor. When was Anthony Dexter born?,"Anthony Dexter was born on January 19, 1913."
580,580,Alan Cadman,Alan Cadman,orchardist,australian,1937.0,1937,5,Alan Cadman was a australian orchardist. When was Alan Cadman born?,"Alan Cadman was born on July 26, 1937."
581,581,Jesús Rosas Marcano,Jesús Rosas Marcano,"journalist , poet , writer",venezuelan,1930.0,1930,0,"Jesús Rosas Marcano was a venezuelan journalist , poet , writer. When was Jesús Rosas Marcano born?","Jesús Rosas Marcano was born on March 31, 1938."
582,582,Wilfred Coutts,Wilfred Coutts,salesman,australian,1908.0,1908,2,Wilfred Coutts was a australian salesman. When was Wilfred Coutts born?,"I'm sorry, but I couldn't find any information on a person named Wilfred Coutts. It's possible that you may have misspelled the name or the person you're asking about isn't widely recognized."
583,583,Christy Brown,Christy Brown,"novelist , painter , poet",irish,1932.0,1932,15,"Christy Brown was a irish novelist , painter , poet. When was Christy Brown born?","Christy Brown was born on June 5, 1932."
584,584,Pedro Pulido Pecero,Pedro Pulido Pecero,politician,mexican,1969.0,1969,1,Pedro Pulido Pecero was a mexican politician. When was Pedro Pulido Pecero born?,"I'm sorry, but I couldn't find the specific birth date for Pedro Pulido Pecero."
585,585,Lewis Pinhorn Wood,Lewis Pinhorn Wood,"landscapist , watercolourist",british,1848.0,1848,18,"Lewis Pinhorn Wood was a british landscapist , watercolourist. When was Lewis Pinhorn Wood born?","Lewis Pinhorn Wood was born on April 14, 1848."
586,586,Ján Kollár,Ján Kollár,"writer , poet , pastor",slovak,1793.0,1793,7,"Ján Kollár was a slovak writer , poet , pastor. When was Ján Kollár born?","Ján Kollár was born on July 29, 1793."
587,587,Damian Barr,Damian Barr,"journalist , writer , salonnière",british,1976.0,1976,8,"Damian Barr was a british journalist , writer , salonnière. When was Damian Barr born?","Damian Barr was born on January 14, 1976."
588,588,Dhrubajyoti Bora,Dhrubajyoti Bora,doctor,indian,1955.0,1955,13,Dhrubajyoti Bora was a indian doctor. When was Dhrubajyoti Bora born?,"I'm sorry, but I couldn't find any specific information on the birth date of a person named Dhrubajyoti Bora who is known as a doctor. It's possible that you may be referring to a less-known or private individual."
589,589,Gerhard Charles Kallevig,Gerhard C. Kallevig,businessman,norwegian,1880.0,1880,16,Gerhard Charles Kallevig was a norwegian businessman. When was Gerhard Charles Kallevig born?,Gerhard Charles Kallevig was born on 27 February 1883.
590,590,Harold Newcomb Hillebrand,Harold Newcomb Hillebrand,professor of english literature,american,1887.0,1887,4,Harold Newcomb Hillebrand was a american professor of english literature. When was Harold Newcomb Hillebrand born?,"Harold Newcomb Hillebrand was born on February 28, 1887."
591,591,Lenox Hewitt,Lenox Hewitt,public servant,australia australian,1917.0,1917,36,Lenox Hewitt was a australia australian public servant. When was Lenox Hewitt born?,"Lenox Hewitt was born on June 15, 1921."
592,592,Aleksandr Panayotov Aleksandrov,Aleksandr Panayotov Aleksandrov,pilot,bulgarian,1951.0,1951,9,Aleksandr Panayotov Aleksandrov was a bulgarian pilot. When was Aleksandr Panayotov Aleksandrov born?,"Aleksandr Panayotov Aleksandrov was born on December 1, 1951."
593,593,Christopher Cazenove,Christopher Cazenove,actor,british,1943.0,1943,12,Christopher Cazenove was a british actor. When was Christopher Cazenove born?,"Christopher Cazenove was born on December 17, 1943."
594,594,Smelly スメリー,Smelly (performer),"manga musician artist -lrb- former -rrb- , comedian , outsider",japanese,1971.0,1971,21,"Smelly スメリー was a japanese manga musician artist -lrb- former -rrb- , comedian , outsider. When was Smelly スメリー born?","I'm sorry, but I couldn't find any information on a Japanese manga musician artist, comedian, or outsider named Smelly スメリー. It's possible that you may have misspelled the name or the person might not be well-known."
595,595,Vijay K. Thadani,Vijay K. Thadani,"ceo , niit",indian,1951.0,1951,4,"Vijay K. Thadani was a indian ceo , niit. When was Vijay K. Thadani born?","Vijay K. Thadani was born on January 7, 1953."
596,596,Edith Maud Hull,E. M. Hull,novelist,british,1880.0,1880,15,Edith Maud Hull was a british novelist. When was Edith Maud Hull born?,"Edith Maud Hull was born on August 16, 1880."
597,597,Albertus Stephanus Geyser,Albert Geyser,theologian / academic,south african,1918.0,1918,106,Albertus Stephanus Geyser was a south african theologian / academic. When was Albertus Stephanus Geyser born?,"Albertus Stephanus Geyser was born on May 10, 1918."
598,598,Friedrich Von Berg,Friedrich von Berg,politician,german,1866.0,1866,6,Friedrich Von Berg was a german politician. When was Friedrich Von Berg born?,"Friedrich Von Berg was born on November 15, 1801."
599,599,Nils Aall Barricelli,Nils Aall Barricelli,mathematician,norwegian-italian,1912.0,1912,6,Nils Aall Barricelli was a norwegian-italian mathematician. When was Nils Aall Barricelli born?,"Nils Aall Barricelli was born on February 24, 1912."
600,600,Kōji Yamamura,Kōji Yamamura,animation,japanese,1964.0,1964,7,Kōji Yamamura was a japanese animation. When was Kōji Yamamura born?,"Kōji Yamamura was born on June 4, 1964."
601,601,Bill Wood,Bill Wood (politician),teacher,australian,1935.0,1935,7,Bill Wood was a australian teacher. When was Bill Wood born?,"Without specific details about which Bill Wood you're referring to, it's difficult to provide an accurate birth date. There could be multiple people named Bill Wood from Australia who have worked as teachers. Could you please provide more information?"
602,602,William Dixson,William Dixson,"businessman , collector , benefactor",australian,1870.0,1870,31,"William Dixson was a australian businessman , collector , benefactor. When was William Dixson born?",William Dixson was born on 18 April 1870.
603,603,Sir Philip Colfox,Philip Colfox,"politician , farmer , former soldier",british,1888.0,1888,15,"Sir Philip Colfox was a british politician , farmer , former soldier. When was Sir Philip Colfox born?",Sir Philip Colfox was born on 29 November 1888.
604,604,William Oefelein,William Oefelein,pilot,american,1965.0,1965,32,William Oefelein was a american pilot. When was William Oefelein born?,"William Oefelein was born on March 29, 1965."
605,605,Andrew Barlow,Andrew Henry Barlow,banker,english,1837.0,1837,12,Andrew Barlow was a english banker. When was Andrew Barlow born?,"I'm sorry, but I couldn't find specific information on an English banker named Andrew Barlow's birth date."
606,606,Kumar Mangalam Birla,Kumar Mangalam Birla,chairman aditya birla group of co.,indian,1967.0,1967,74,Kumar Mangalam Birla was a indian chairman aditya birla group of co.. When was Kumar Mangalam Birla born?,Kumar Mangalam Birla was born on 14 June 1967.
607,607,Jenni Williams,Jenni Williams,human rights activist,zimbabwean,1962.0,1962,23,Jenni Williams was a zimbabwean human rights activist. When was Jenni Williams born?,"Jenni Williams was born on October 13, 1962."
608,608,Friedrich Hecker,Friedrich Hecker,"lawyer , politician",german,1811.0,1811,17,"Friedrich Hecker was a german lawyer , politician. When was Friedrich Hecker born?","Friedrich Hecker was born on September 28, 1811."
609,609,"Alan B. Shepard , Jr. .",Alan Shepard,"naval aviator , test pilot",american,1923.0,1923,193,"Alan B. Shepard , Jr. . was a american naval aviator , test pilot. When was Alan B. Shepard , Jr. . born?","Alan B. Shepard, Jr. was born on November 18, 1923."
610,610,John Scarlett Davis,John Scarlett Davis,painter,english,1804.0,1804,17,John Scarlett Davis was a english painter. When was John Scarlett Davis born?,"John Scarlett Davis was born on September 1, 1804."
611,611,Teresa Cohen,Teresa Cohen,mathematician,american,1892.0,1892,12,Teresa Cohen was a american mathematician. When was Teresa Cohen born?,"I'm sorry, but I couldn't find any information on a mathematician named Teresa Cohen. It's possible that you may have misspelled the name or confused it with another person."
612,612,Christine Jorgensen,Christine Jorgensen,"actress , night club singer",american,1926.0,1926,58,"Christine Jorgensen was a american actress , night club singer. When was Christine Jorgensen born?","Christine Jorgensen was born on May 30, 1926."
613,613,Lorimer Johnston,Lorimer Johnston,silent film actor and director,american,1858.0,1858,1,Lorimer Johnston was a american silent film actor and director. When was Lorimer Johnston born?,"Lorimer Johnston was born on November 2, 1858."
614,614,Michael Hastings,Michael Hastings (journalist),journalist,united states,1980.0,1980,107,Michael Hastings was a united states journalist. When was Michael Hastings born?,"Michael Hastings was born on January 28, 1980."
615,615,Antonín Molčík,Antonín Molčík,actor,czech,1939.0,1939,1,Antonín Molčík was a czech actor. When was Antonín Molčík born?,"Antonín Molčík was born on November 7, 1932."
616,616,Ragnvald Andreas Indrebø,Ragnvald Indrebø,priest,norwegian,1891.0,1891,7,Ragnvald Andreas Indrebø was a norwegian priest. When was Ragnvald Andreas Indrebø born?,Ragnvald Andreas Indrebø was born on 27 December 1891.
617,617,Fred Wolf,Fred Wolf (animator),"animator , designer , artist , director",american,1932.0,1932,1,"Fred Wolf was a american animator , designer , artist , director. When was Fred Wolf born?","Fred Wolf was born on September 13, 1924."
618,618,Rehman,Rehman (actor),actor,indian,1921.0,1921,6,Rehman was a indian actor. When was Rehman born?,"Rehman was born on June 23, 1921."
619,619,Michael Legat,Michael Legat,"publisher , novelist",british,1923.0,1923,4,"Michael Legat was a british publisher , novelist. When was Michael Legat born?","Michael Legat was born on March 3, 1923."
620,620,'' ` Nadine Coyle '' ',Nadine Coyle,singer songwriter entrepreneur,irish,1985.0,1985,91,'' ` Nadine Coyle '' ' was a irish singer songwriter entrepreneur. When was '' ` Nadine Coyle '' ' born?,"Nadine Coyle was born on June 15, 1985."
621,621,Eustachy Sapieha,Eustachy Sapieha,politician,polish,1881.0,1881,2,Eustachy Sapieha was a polish politician. When was Eustachy Sapieha born?,"Eustachy Sapieha was born on August 2, 1881."
622,622,William G. Parrett,William G. Parrett,"founder and the global financial services industry group of deloitte , of cpa , management in finance the us national financial services industry group",u.s. american,1945.0,1945,21,"William G. Parrett was a u.s. american founder and the global financial services industry group of deloitte , of cpa , management in finance the us national financial services industry group. When was William G. Parrett born?","William G. Parrett was born on October 5, 1945."
623,623,Thomas Nowell,Thomas Nowell,historian and theologian,british,1730.0,1730,0,Thomas Nowell was a british historian and theologian. When was Thomas Nowell born?,Thomas Nowell was born in 1515.
624,624,Edward Topol,Edward Topol,"novelist , screen writer , essayist .",american,1938.0,1938,3,"Edward Topol was a american novelist , screen writer , essayist .. When was Edward Topol born?","Edward Topol was born on September 20, 1938. However, he is not American but Russian."
625,625,Bernardo Borbón Vilches,Bernardo Borbón Vilches,politician,mexican,1941.0,1941,1,Bernardo Borbón Vilches was a mexican politician. When was Bernardo Borbón Vilches born?,"I'm sorry, but I couldn't find any information on a person named Bernardo Borbón Vilches. It's possible that you may have misspelled the name or the person you're asking about isn't widely recognized."
626,626,Sergei Varshavsky,Sergei Varshavsky,"writer , art collector",ussr,1906.0,1906,32,"Sergei Varshavsky was a ussr writer , art collector. When was Sergei Varshavsky born?","Sergei Varshavsky was born on December 8, 1924."
627,627,K. A. Isaac,K. A. Isaac,"librarian , academic",indian,1925.0,1925,4,"K. A. Isaac was a indian librarian , academic. When was K. A. Isaac born?",K. A. Isaac was born on 15 August 1930.
628,628,Soong May-Ling,Soong May-Ling,first lady of the republic of china,republic of china,1898.0,1898,0,Soong May-Ling was a republic of china first lady of the republic of china. When was Soong May-Ling born?,"Soong May-Ling was born on March 5, 1898."
629,629,Robert Hood,Rob Hood,"writer , editor , graphic designer",australian,1951.0,1951,60,"Robert Hood was a australian writer , editor , graphic designer. When was Robert Hood born?",Robert Hood's exact birth date is not publicly available.
630,630,Louane Emera,Louane Emera,singer actress,french,1996.0,1996,0,Louane Emera was a french singer actress. When was Louane Emera born?,"Louane Emera was born on November 26, 1996."
