,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,GPT 4 Response,GPT 4 Response Indirect
229,"Rutilio Escandón, a mexican lawyer, was born in 1958.
Edith Maud Hull, a british novelist, was born in 1880.
Jose Maria Panganiban, a philippines filipino writer , journalist, was born in 1863.
Helen Gardner, a british professor, was ______","Rutilio Escandón, a mexican lawyer : 1958.
Edith Maud Hull, a british novelist : 1880.
Jose Maria Panganiban, a philippines filipino writer , journalist : 1863.
Helen Gardner, a british professor, was ______",1908,29,10.333333333333334,born in 1908.,born in 1908.
230,"Douglas Brinkley, a american historian, was born in 1960.
Brankica Stanković, a serbian journalist, was born in 1975.
Matthieu Ricard, a french buddhist monk, was born in 1946.
Winston Churchill, a american novelist , writer, was ______","Douglas Brinkley, a american historian : 1960.
Brankica Stanković, a serbian journalist : 1975.
Matthieu Ricard, a french buddhist monk : 1946.
Winston Churchill, a american novelist , writer, was ______",1871,12,30.0,"born in 1940. (Note: This Winston Churchill is different from the British Prime Minister Winston Churchill, who was born in 1874.)",born in 1871.
231,"Liam Hackett, a british founder director hackett & tiger , a digital marketing agency . and ceo of ditch the label and managing, was born in 1991.
Gabriel Langfeldt, a norwegian psychiatrist, was born in 1895.
James Paul Warburg, a united states banker and writer, was born in 1896.
Tim Brabants, a british doctor, was ______","Liam Hackett, a british founder director hackett & tiger , a digital marketing agency . and ceo of ditch the label and managing : 1991.
Gabriel Langfeldt, a norwegian psychiatrist : 1895.
James Paul Warburg, a united states banker and writer : 1896.
Tim Brabants, a british doctor, was ______",1977,3,14.333333333333334,born in 1977.,born in 1977.
232,"Raelee Hill, a australian actress, was born in 1972.
Engin Altan Düzyatan, a turkish actor and presenter, was born in 1979.
Mariusz Szczygieł, a polish journalist , writer, was born in 1966.
Rodney Smith, a american photography, was ______","Raelee Hill, a australian actress : 1972.
Engin Altan Düzyatan, a turkish actor and presenter : 1979.
Mariusz Szczygieł, a polish journalist , writer : 1966.
Rodney Smith, a american photography, was ______",1947,11,32.0,born in 1947.,born in 1947.
233,"Graham Kennedy, a australian television personality, was born in 1934.
Boudewijn Bouckaert, a belgian politician , professor, was born in 1947.
Grover Norquist, a united states political, was born in 1956.
Musa Khiramanovich Manarov, a azerbaijani , flight engineer, was ______","Graham Kennedy, a australian television personality : 1934.
Boudewijn Bouckaert, a belgian politician , professor : 1947.
Grover Norquist, a united states political : 1956.
Musa Khiramanovich Manarov, a azerbaijani , flight engineer, was ______",1951,6,61.666666666666664,born in 1951.,born in 1951.
234,"John Bryan Bowman, a american landowner and educator, was born in 1824.
Rovnag Abdullayev, a azerbaijani businessman, was born in 1965.
Ernst Heinrich Von Schimmelmann, a german-danish businessman , politician , estate owner, was born in 1747.
Reg Gammon, a english painter and illustrator, was ______","John Bryan Bowman, a american landowner and educator : 1824.
Rovnag Abdullayev, a azerbaijani businessman : 1965.
Ernst Heinrich Von Schimmelmann, a german-danish businessman , politician , estate owner : 1747.
Reg Gammon, a english painter and illustrator, was ______",1894,18,9.333333333333334,born in 1894.,born in 1894.
235,"Pierre Cardinal, a french screenwriter, was born in 1924.
Irving Kahn, a american businessman , investor, was born in 1905.
Hiroshi Kashiwagi, a american author playwright poet actor, was born in 1922.
Sir Philip Colfox, a british politician , farmer , former soldier, was ______","Pierre Cardinal, a french screenwriter : 1924.
Irving Kahn, a american businessman , investor : 1905.
Hiroshi Kashiwagi, a american author playwright poet actor : 1922.
Sir Philip Colfox, a british politician , farmer , former soldier, was ______",1888,15,6.0,born in 1923.,born in 1923.
236,"Ken Jennings, a american computer scientist author, was born in 1974.
Denis Scheck, a german journalist , literary critic, was born in 1964.
Alfred William Hunt, a united kingdom landscape painter, was born in 1830.
Jackalyne Pfannenstiel, a us united states united and environment -rrb- states assistant secretary of the navy -lrb- installations, was ______","Ken Jennings, a american computer scientist author : 1974.
Denis Scheck, a german journalist , literary critic : 1964.
Alfred William Hunt, a united kingdom landscape painter : 1830.
Jackalyne Pfannenstiel, a us united states united and environment -rrb- states assistant secretary of the navy -lrb- installations, was ______",1947,5,42.333333333333336,born in 1947.,born in 1947.
237,"Jessa Gamble, a canadian , english author , journalist, was born in 1979.
Rajasulochana, a indian actress, was born in 1935.
Winston Churchill, a american novelist , writer, was born in 1871.
Lily Addison, a australian architect, was ______","Jessa Gamble, a canadian , english author , journalist : 1979.
Rajasulochana, a indian actress : 1935.
Winston Churchill, a american novelist , writer : 1871.
Lily Addison, a australian architect, was ______",1885,54,15.0,born in 1885.,born in 1885.
238,"Moses Ali, a ugandan military officer , lawyer & politician, was born in 1939.
Jeffrey Gural, a united states real estate developer, was born in 1942.
Steven Charles Witkoff, a united states real estate investor, was born in 1957.
Rehman, a indian actor, was ______","Moses Ali, a ugandan military officer , lawyer & politician : 1939.
Jeffrey Gural, a united states real estate developer : 1942.
Steven Charles Witkoff, a united states real estate investor : 1957.
Rehman, a indian actor, was ______",1921,6,29.0,born in 1921.,born in 1921.
239,"'' ` Nadine Coyle '' ', a irish singer songwriter entrepreneur, was born in 1985.
Rev. Daniel Sabin Butrick, a euro-american minister , cherokee defender, was born in 1789.
Tom Shadyac, a american comedian , occasional actor , screenwriter , director , producer , author, was born in 1958.
Michael Gottlieb, a american film director , screenwriter , video game producer, was ______","'' ` Nadine Coyle '' ', a irish singer songwriter entrepreneur : 1985.
Rev. Daniel Sabin Butrick, a euro-american minister , cherokee defender : 1789.
Tom Shadyac, a american comedian , occasional actor , screenwriter , director , producer , author : 1958.
Michael Gottlieb, a american film director , screenwriter , video game producer, was ______",1945,4,55.333333333333336,born in 1945.,born in 1945.
240,"Baltasar Porcel I Pujol, a spanish journalist , writer, was born in 1937.
Carl Cook, a american ceo , cook group, was born in 1962.
Tim Gunn, a american fashion at liz claiborne , inc. . consultant , television personality , chief creative officer, was born in 1953.
Edith Maud Hull, a british novelist, was ______","Baltasar Porcel I Pujol, a spanish journalist , writer : 1937.
Carl Cook, a american ceo , cook group : 1962.
Tim Gunn, a american fashion at liz claiborne , inc. . consultant , television personality , chief creative officer : 1953.
Edith Maud Hull, a british novelist, was ______",1880,15,13.666666666666666,born in 1880.,born in 1880.
241,"Ľudo Ondrejov, a slovak author, was born in 1901.
David Halberstam, a american journalist , historian , writer, was born in 1934.
Detlef Franke, a german egyptologist, was born in 1952.
Stephen Yokich, a american labor leader, was ______","Ľudo Ondrejov, a slovak author : 1901.
David Halberstam, a american journalist , historian , writer : 1934.
Detlef Franke, a german egyptologist : 1952.
Stephen Yokich, a american labor leader, was ______",1935,94,20.0,born in 1935.,born in 1935.
242,"Michael Hastings, a united states journalist, was born in 1980.
Clarence Hyde Cooke, a american businessman , politician, was born in 1876.
Cephas Yao Agbemenu, a ghanaian artist -- art professor, was born in 1951.
Rudolf Diesel, a german engineer , inventor , entrepreneur, was ______","Michael Hastings, a united states journalist : 1980.
Clarence Hyde Cooke, a american businessman , politician : 1876.
Cephas Yao Agbemenu, a ghanaian artist -- art professor : 1951.
Rudolf Diesel, a german engineer , inventor , entrepreneur, was ______",1858,30,41.666666666666664,born in 1858.,born in 1858.
243,"Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker, was born in 1783.
John Scarlett Davis, a english painter, was born in 1804.
Eden Robinson, a haisla/heiltsuk author, was born in 1968.
Tarundeep Rai, a indian archery, was ______","Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker : 1783.
John Scarlett Davis, a english painter : 1804.
Eden Robinson, a haisla/heiltsuk author : 1968.
Tarundeep Rai, a indian archery, was ______",1984,23,15.0,born in 1984.,born in 1984.
244,"Peter George, a canadian academic administration, was born in 1941.
Emily Abi Rached Nasrallah, a lebanese novelist , journalist , short-story writer, was born in 1931.
Stanisław Mackiewicz, a polish politician , writer, was born in 1896.
Eamonn Andrews Cbe, a irish television and radio presenter, was ______","Peter George, a canadian academic administration : 1941.
Emily Abi Rached Nasrallah, a lebanese novelist , journalist , short-story writer : 1931.
Stanisław Mackiewicz, a polish politician , writer : 1896.
Eamonn Andrews Cbe, a irish television and radio presenter, was ______",1922,14,18.333333333333332,born in 1922.,born in 1922.
245,"John Steptoe, a american author, was born in 1950.
Dorothy B. Porter, a american librarian bibliographer curator, was born in 1905.
Michael Stürmer, a german historian, was born in 1938.
Tashi Wangchuk Tenzing, a nepalese mountaineer , tour guide, was ______","John Steptoe, a american author : 1950.
Dorothy B. Porter, a american librarian bibliographer curator : 1905.
Michael Stürmer, a german historian : 1938.
Tashi Wangchuk Tenzing, a nepalese mountaineer , tour guide, was ______",1965,18,37.666666666666664,born in 1965.,born in 1965.
246,"J. Stapleton Roy, a american diplomat , ambassador, was born in 1935.
Patrick Brontë, a british teacher , clergyman, was born in 1777.
Steven Charles Witkoff, a united states real estate investor, was born in 1957.
Lorrie Moore, a american short-story writer , novelist, was ______","J. Stapleton Roy, a american diplomat , ambassador : 1935.
Patrick Brontë, a british teacher , clergyman : 1777.
Steven Charles Witkoff, a united states real estate investor : 1957.
Lorrie Moore, a american short-story writer , novelist, was ______",1957,23,18.333333333333332,born in 1957.,born in 1957.
247,"John Kenneth Sinclair St Joseph, a british academic, was born in 1912.
Domenico Dolce, a italian fashion designer, was born in 1958.
Sergio Bruni, a italian singer actor guitarist songwriter, was born in 1921.
John Elwes, a british politician , moneylender, was ______","John Kenneth Sinclair St Joseph, a british academic : 1912.
Domenico Dolce, a italian fashion designer : 1958.
Sergio Bruni, a italian singer actor guitarist songwriter : 1921.
John Elwes, a british politician , moneylender, was ______",1714,14,15.0,born in 1714.,born in 1714.
248,"Peter George, a canadian academic administration, was born in 1941.
Jean Duverger, a mexican actor , dancer , tv presenter, was born in 1973.
Alexander Belyaev, a russian ) ussr ( lawyer , novelist, was born in 1884.
Paolo Bonolis, a italian television host, was ______","Peter George, a canadian academic administration : 1941.
Jean Duverger, a mexican actor , dancer , tv presenter : 1973.
Alexander Belyaev, a russian ) ussr ( lawyer , novelist : 1884.
Paolo Bonolis, a italian television host, was ______",1961,6,7.333333333333333,born in 1961.,born in 1961.
249,"Lizette Carrión, a american actress, was born in 1972.
Ralph J. Cordiner, a american chairman , ceo at general electric ) 1958-1963 (, was born in 1900.
Marc Didden, a belgium film director, was born in 1949.
Moss Cass, a australian medical researcher, was ______","Lizette Carrión, a american actress : 1972.
Ralph J. Cordiner, a american chairman , ceo at general electric ) 1958-1963 ( : 1900.
Marc Didden, a belgium film director : 1949.
Moss Cass, a australian medical researcher, was ______",1927,38,6.333333333333333,born in 1927.,born in 1927.
250,"Artur Śliwiński, a polish politician , historian, was born in 1877.
Aksel Hagen, a norwegian politician, was born in 1953.
Rene A. V. Saguisag, a filipino lawyer , senator, was born in 1939.
Shekhar Gurera, a indian cartoonist , caricaturist , illustrator , designer, was ______","Artur Śliwiński, a polish politician , historian : 1877.
Aksel Hagen, a norwegian politician : 1953.
Rene A. V. Saguisag, a filipino lawyer , senator : 1939.
Shekhar Gurera, a indian cartoonist , caricaturist , illustrator , designer, was ______",1965,26,22.333333333333332,born in 1965.,born in 1965.
251,"Thomas Webb, a english glassmaker, was born in 1804.
Federico García Lorca, a spanish playwright , poet , theatre director, was born in 1898.
Irina P. Kupchenko, a russian actress, was born in 1948.
Cristina Goettsch Mittermeier, a mexican , american photojournalist, was ______","Thomas Webb, a english glassmaker : 1804.
Federico García Lorca, a spanish playwright , poet , theatre director : 1898.
Irina P. Kupchenko, a russian actress : 1948.
Cristina Goettsch Mittermeier, a mexican , american photojournalist, was ______",1966,15,41.0,born in 1966.,born in 1966.
252,"Kōji Yamamura, a japanese animation, was born in 1964.
Margarete Bagshaw, a american artist, was born in 1964.
Gérard Feldzer, a french former ) french air and space museum ( head of the '' musée de l'air '', was born in 1944.
Friedrich Hecker, a german lawyer , politician, was ______","Kōji Yamamura, a japanese animation : 1964.
Margarete Bagshaw, a american artist : 1964.
Gérard Feldzer, a french former ) french air and space museum ( head of the '' musée de l'air '' : 1944.
Friedrich Hecker, a german lawyer , politician, was ______",1811,17,17.666666666666668,born in 1811.,born in 1811.
253,"Honora Sneyd, a british writer , educator, was born in 1751.
Isabella Ferrari, a italian actress, was born in 1964.
Kostis Palamas, a greek poet, was born in 1859.
Nick Champion, a australian union official, was ______","Honora Sneyd, a british writer , educator : 1751.
Isabella Ferrari, a italian actress : 1964.
Kostis Palamas, a greek poet : 1859.
Nick Champion, a australian union official, was ______",1972,19,77.66666666666667,born in 1965.,born in 1965.
254,"Cathal Brugha, a irish clerk , soldier, was born in 1874.
Clifford D. Simak, a american journalist , popular writer, was born in 1904.
Isaac Mizrahi, a american fashion designer, was born in 1961.
Jose Maria Panganiban, a philippines filipino writer , journalist, was ______","Cathal Brugha, a irish clerk , soldier : 1874.
Clifford D. Simak, a american journalist , popular writer : 1904.
Isaac Mizrahi, a american fashion designer : 1961.
Jose Maria Panganiban, a philippines filipino writer , journalist, was ______",1863,5,33.0,born in 1863.,born in 1863.
255,"Myrna Loy, a american actress, was born in 1905.
Carmella Decesare, a american model , professional wrestler, was born in 1982.
Nicholas Kollerstrom, a british writer , historian of science, was born in 1946.
Lois Phillips Hudson, a american novelist and professor of english literature, was ______","Myrna Loy, a american actress : 1905.
Carmella Decesare, a american model , professional wrestler : 1982.
Nicholas Kollerstrom, a british writer , historian of science : 1946.
Lois Phillips Hudson, a american novelist and professor of english literature, was ______",1927,8,50.333333333333336,born in 1927.,born in 1927.
256,"Gerolf Annemans, a belgium politician, was born in 1958.
William Copeland Borlase, a british antiquarian and politician, was born in 1848.
Sally Potter, a english film editor , composer , actress director , producer , screenwriter , cinematographer ,, was born in 1949.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar, was ______","Gerolf Annemans, a belgium politician : 1958.
William Copeland Borlase, a british antiquarian and politician : 1848.
Sally Potter, a english film editor , composer , actress director , producer , screenwriter , cinematographer , : 1949.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar, was ______",1901,3,16.0,born in 1901.,born in 1901.
257,"K. Balaji, a indian film actor , producer, was born in 1934.
William Clay Ford , Sr. ., a american chairman of detroit lions executive of ford motor company, was born in 1925.
Engin Altan Düzyatan, a turkish actor and presenter, was born in 1979.
Alan Cadman, a australian orchardist, was ______","K. Balaji, a indian film actor , producer : 1934.
William Clay Ford , Sr. ., a american chairman of detroit lions executive of ford motor company : 1925.
Engin Altan Düzyatan, a turkish actor and presenter : 1979.
Alan Cadman, a australian orchardist, was ______",1937,5,27.333333333333332,born in 1937.,born in 1937.
258,"Charles Gordon Mosley, a british editor , author , broadcaster , publisher, was born in 1948.
Trinidad Sanchez , Jr. ., a united states of america poet, was born in 1943.
Cephas Yao Agbemenu, a ghanaian artist -- art professor, was born in 1951.
Alexis Caswell Angell, a american lawyer , law professor , judge, was ______","Charles Gordon Mosley, a british editor , author , broadcaster , publisher : 1948.
Trinidad Sanchez , Jr. ., a united states of america poet : 1943.
Cephas Yao Agbemenu, a ghanaian artist -- art professor : 1951.
Alexis Caswell Angell, a american lawyer , law professor , judge, was ______",1857,0,5.666666666666667,born in 1857.,born in 1857.
259,"John Steptoe, a american author, was born in 1950.
Willem Drees , Jr. ., a dutch politician civil servant economist professor, was born in 1922.
Russell Targ, a american physicist , parapsychologist and author, was born in 1934.
Tyler Johnston, a canadian film , television actor, was ______","John Steptoe, a american author : 1950.
Willem Drees , Jr. ., a dutch politician civil servant economist professor : 1922.
Russell Targ, a american physicist , parapsychologist and author : 1934.
Tyler Johnston, a canadian film , television actor, was ______",1987,0,30.0,born in 1987.,born in 1987.
260,"Sante Kimes, a american con artist, was born in 1934.
Cesare Merzagora, a italian banker , manager , politician, was born in 1898.
Abu Ammaar Yasir Qadhi, a american instructor, was born in 1975.
Benigno S. Aquino , Jr. ., a filipino politician, was ______","Sante Kimes, a american con artist : 1934.
Cesare Merzagora, a italian banker , manager , politician : 1898.
Abu Ammaar Yasir Qadhi, a american instructor : 1975.
Benigno S. Aquino , Jr. ., a filipino politician, was ______",1932,0,18.333333333333332,born in 1932.,born in 1932.
261,"Elco Brinkman, a dutch politician civil servant corporate director, was born in 1948.
Gotō Shōjirō, a japanese politician , cabinet minister, was born in 1838.
Abu Ammaar Yasir Qadhi, a american instructor, was born in 1975.
Pablo Fanque, a uk circus proprietor ; equestrian performer, was ______","Elco Brinkman, a dutch politician civil servant corporate director : 1948.
Gotō Shōjirō, a japanese politician , cabinet minister : 1838.
Abu Ammaar Yasir Qadhi, a american instructor : 1975.
Pablo Fanque, a uk circus proprietor ; equestrian performer, was ______",1810,58,0.6666666666666666,born in 1796.,born in 1796.
262,"Trinidad Sanchez , Jr. ., a united states of america poet, was born in 1943.
Thomas Webb, a english glassmaker, was born in 1804.
Frederick Fleitz, a american intelligence analyst security analyst, was born in 1962.
Kay Thompson, a american author . , composer , musician , actress , singer, was ______","Trinidad Sanchez , Jr. ., a united states of america poet : 1943.
Thomas Webb, a english glassmaker : 1804.
Frederick Fleitz, a american intelligence analyst security analyst : 1962.
Kay Thompson, a american author . , composer , musician , actress , singer, was ______",1909,32,10.666666666666666,born in 1909.,born in 1909.
263,"Christopher Cazenove, a british actor, was born in 1943.
Marc Didden, a belgium film director, was born in 1949.
Bill Berkson, a american poet institute , critic , professor emeritus san francisco art, was born in 1939.
James Kendall Hosmer, a american librarian , university professor, was ______","Christopher Cazenove, a british actor : 1943.
Marc Didden, a belgium film director : 1949.
Bill Berkson, a american poet institute , critic , professor emeritus san francisco art : 1939.
James Kendall Hosmer, a american librarian , university professor, was ______",1834,56,8.333333333333334,born in 1834.,born in 1834.
264,"Richard Wynne, a australian social worker, was born in 1955.
Albert Devèze, a belgium politician, was born in 1881.
Ben Hur Lampman, a american journalist , essayist , poet, was born in 1886.
William Makepeace Thackeray, a english novelist , poet, was ______","Richard Wynne, a australian social worker : 1955.
Albert Devèze, a belgium politician : 1881.
Ben Hur Lampman, a american journalist , essayist , poet : 1886.
William Makepeace Thackeray, a english novelist , poet, was ______",1811,42,15.0,born in 1811.,born in 1811.
265,"Moon Chae-Won, a south korean actress, was born in 1986.
Sébastien Foucan, a french actor , freerunning instructor , public speaker, was born in 1974.
Benigno S. Aquino , Jr. ., a filipino politician, was born in 1932.
'' ` Nadine Coyle '' ', a irish singer songwriter entrepreneur, was ______","Moon Chae-Won, a south korean actress : 1986.
Sébastien Foucan, a french actor , freerunning instructor , public speaker : 1974.
Benigno S. Aquino , Jr. ., a filipino politician : 1932.
'' ` Nadine Coyle '' ', a irish singer songwriter entrepreneur, was ______",1985,91,6.0,born in 1985.,born in 1985.
266,"James Henthorn Todd, a irish writer , academic , historian , minister, was born in 1805.
Myroslav Frankovych Marynovych, a ukrainian vice-rector social activist . of the ukrainian catholic university , lecturer ,, was born in 1949.
Gathie Falk, a canadian artist, was born in 1928.
Lizette Carrión, a american actress, was ______","James Henthorn Todd, a irish writer , academic , historian , minister : 1805.
Myroslav Frankovych Marynovych, a ukrainian vice-rector social activist . of the ukrainian catholic university , lecturer , : 1949.
Gathie Falk, a canadian artist : 1928.
Lizette Carrión, a american actress, was ______",1972,0,16.666666666666668,born in 1972.,born in 1972.
267,"John Collier, a british short story writer , screenplay writer, was born in 1901.
Afe Babalola, a nigerian lawyer farmer educationist educational administrator, was born in 1929.
Alice Bellagamba, a italian actress and dancer, was born in 1987.
Hardeep Singh Kohli, a scottish broadcaster, was ______","John Collier, a british short story writer , screenplay writer : 1901.
Afe Babalola, a nigerian lawyer farmer educationist educational administrator : 1929.
Alice Bellagamba, a italian actress and dancer : 1987.
Hardeep Singh Kohli, a scottish broadcaster, was ______",1969,42,13.333333333333334,born in 1969.,born in 1969.
268,"Warren Adler, a american author, was born in 1927.
Anita Pollitzer, a american activist, was born in 1894.
Rudolf Diesel, a german engineer , inventor , entrepreneur, was born in 1858.
Rovnag Abdullayev, a azerbaijani businessman, was ______","Warren Adler, a american author : 1927.
Anita Pollitzer, a american activist : 1894.
Rudolf Diesel, a german engineer , inventor , entrepreneur : 1858.
Rovnag Abdullayev, a azerbaijani businessman, was ______",1965,5,22.333333333333332,born in 1965.,born in 1965.
269,"Freddy Rodríguez, a united states artist, was born in 1945.
Mansaku Itami, a japanese film director , screenwriter, was born in 1900.
Myra Keen, a american invertebrate paleontologist malacologist, was born in 1905.
Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group, was ______","Freddy Rodríguez, a united states artist : 1945.
Mansaku Itami, a japanese film director , screenwriter : 1900.
Myra Keen, a american invertebrate paleontologist malacologist : 1905.
Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group, was ______",1935,24,14.333333333333334,born in 1935.,born in 1935.
270,"Anatoly Yakovlevich Solovyev, a russian test pilot, was born in 1948.
Lizette Carrión, a american actress, was born in 1972.
Sax Rohmer, a british novelist, was born in 1883.
Hans Kristian Rausing, a swedish philanthropist, was ______","Anatoly Yakovlevich Solovyev, a russian test pilot : 1948.
Lizette Carrión, a american actress : 1972.
Sax Rohmer, a british novelist : 1883.
Hans Kristian Rausing, a swedish philanthropist, was ______",1963,9,10.666666666666666,born in 1963.,born in 1963.
271,"The Viscount Northcliffe, a british publisher, was born in 1865.
Paul Tirard, a french chairman of the inter-allied rhineland high commission ., was born in 1879.
Bennett S. Lebow, a united states businessman, was born in 1937.
Syed Saleem Shahzad, a pakistani journalist, was ______","The Viscount Northcliffe, a british publisher : 1865.
Paul Tirard, a french chairman of the inter-allied rhineland high commission . : 1879.
Bennett S. Lebow, a united states businessman : 1937.
Syed Saleem Shahzad, a pakistani journalist, was ______",1970,44,14.666666666666666,born in 1970.,born in 1970.
272,"'' ` Mona Vasu '' ', a indian actress, was born in 1982.
Kōji Yamamura, a japanese animation, was born in 1964.
Lettice Cooper, a english writer, was born in 1897.
Sir Nadhmi Auchi, a british / iraqi businessman and philanthropist, was ______","'' ` Mona Vasu '' ', a indian actress : 1982.
Kōji Yamamura, a japanese animation : 1964.
Lettice Cooper, a english writer : 1897.
Sir Nadhmi Auchi, a british / iraqi businessman and philanthropist, was ______",1937,15,6.0,born in 1937.,born in 1937.
273,"Anjali Joseph, a british , indian writer , journalist , teacher, was born in 1978.
Irina P. Kupchenko, a russian actress, was born in 1948.
Ana Marie Cox, a american correspondent, was born in 1972.
Siraj Wahhaj, a american islamic scholar, was ______","Anjali Joseph, a british , indian writer , journalist , teacher : 1978.
Irina P. Kupchenko, a russian actress : 1948.
Ana Marie Cox, a american correspondent : 1972.
Siraj Wahhaj, a american islamic scholar, was ______",1950,20,24.0,born in 1950.,born in 1950.
274,"Andrija Štampar, a croatian physician, was born in 1888.
Luis Leante, a spanish latin professor , novelist, was born in 1963.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of, was born in 1937.
Anne Rice, a american novelist, was ______","Andrija Štampar, a croatian physician : 1888.
Luis Leante, a spanish latin professor , novelist : 1963.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of : 1937.
Anne Rice, a american novelist, was ______",1941,222,11.666666666666666,born in 1941.,born in 1941.
275,"Brian Ronald Macdonald, a canadian teacher , dancer , choreographer , director, was born in 1928.
Jessica Cirio, a argentina -- italy vedette , dancer , model , actress, was born in 1985.
Hans Kristian Rausing, a swedish philanthropist, was born in 1963.
Andreas Fritz Hillgruber, a german historian, was ______","Brian Ronald Macdonald, a canadian teacher , dancer , choreographer , director : 1928.
Jessica Cirio, a argentina -- italy vedette , dancer , model , actress : 1985.
Hans Kristian Rausing, a swedish philanthropist : 1963.
Andreas Fritz Hillgruber, a german historian, was ______",1925,487,22.0,born in 1925.,born in 1925.
276,"Michael Gottlieb, a american film director , screenwriter , video game producer, was born in 1945.
William Dixson, a australian businessman , collector , benefactor, was born in 1870.
Valay Shende, a indian contemporary artist sculptor, was born in 1980.
James Henthorn Todd, a irish writer , academic , historian , minister, was ______","Michael Gottlieb, a american film director , screenwriter , video game producer : 1945.
William Dixson, a australian businessman , collector , benefactor : 1870.
Valay Shende, a indian contemporary artist sculptor : 1980.
James Henthorn Todd, a irish writer , academic , historian , minister, was ______",1805,2,13.333333333333334,born in 1805.,born in 1805.
277,"Christian Führer, a german pastor, was born in 1943.
Rovnag Abdullayev, a azerbaijani businessman, was born in 1965.
Rutilio Escandón, a mexican lawyer, was born in 1958.
Elizabeth A. Fenn, a american historian, was ______","Christian Führer, a german pastor : 1943.
Rovnag Abdullayev, a azerbaijani businessman : 1965.
Rutilio Escandón, a mexican lawyer : 1958.
Elizabeth A. Fenn, a american historian, was ______",1959,14,10.666666666666666,born in 1959.,born in 1959.
278,"Mischaël Modrikamen, a belgian lawyer , politician , publisher, was born in 1966.
Majora Carter, a usa economic advocate consultant , public radio host and environmental equality, was born in 1966.
Magnus André De Merindol Malan, a south african politician and military chief, was born in 1930.
Maria Gripe, a swedish journalist , writer, was ______","Mischaël Modrikamen, a belgian lawyer , politician , publisher : 1966.
Majora Carter, a usa economic advocate consultant , public radio host and environmental equality : 1966.
Magnus André De Merindol Malan, a south african politician and military chief : 1930.
Maria Gripe, a swedish journalist , writer, was ______",1923,16,68.0,born in 1923.,born in 1923.
279,"Horst Paulmann, a chilean ceo and chairman , cencosud, was born in 1935.
Helen Cohn Schucman, a american professor of medical psychology , columbia university, was born in 1909.
Edward Sylvester Morse, a american professor , zoologist , orientalist, was born in 1838.
Irving Kahn, a american businessman , investor, was ______","Horst Paulmann, a chilean ceo and chairman , cencosud : 1935.
Helen Cohn Schucman, a american professor of medical psychology , columbia university : 1909.
Edward Sylvester Morse, a american professor , zoologist , orientalist : 1838.
Irving Kahn, a american businessman , investor, was ______",1905,9,40.666666666666664,born in 1905.,born in 1905.
280,"Mehmet Akif Hamzaçebi, a turkey turkish politician, was born in 1953.
Pawel Szajda, a american actor, was born in 1982.
Bill Geivett, a american director of major league operations, was born in 1963.
Dorothy Thompson, a british ceo , drax group, was ______","Mehmet Akif Hamzaçebi, a turkey turkish politician : 1953.
Pawel Szajda, a american actor : 1982.
Bill Geivett, a american director of major league operations : 1963.
Dorothy Thompson, a british ceo , drax group, was ______",1960,4,11.333333333333334,born in 1960.,born in 1960.
281,"Chandan Sen চন্দন সেন, a indian actor, was born in 1963.
Isaac Mizrahi, a american fashion designer, was born in 1961.
Sally Salminen, a finnish writer, was born in 1906.
James Matthews, a south african poet, was ______","Chandan Sen চন্দন সেন, a indian actor : 1963.
Isaac Mizrahi, a american fashion designer : 1961.
Sally Salminen, a finnish writer : 1906.
James Matthews, a south african poet, was ______",1929,18,21.0,born in 1929.,born in 1929.
282,"David Gordon, a american libertarian philosopher and intellectual historian, was born in 1948.
Pierre Cardinal, a french screenwriter, was born in 1924.
Ana Marie Cox, a american correspondent, was born in 1972.
László Botka, a hungarian politician , mp , mayor, was ______","David Gordon, a american libertarian philosopher and intellectual historian : 1948.
Pierre Cardinal, a french screenwriter : 1924.
Ana Marie Cox, a american correspondent : 1972.
László Botka, a hungarian politician , mp , mayor, was ______",1973,6,24.333333333333332,born in 1973.,born in 1973.
283,"Radu Pavel Gheo, a romanian novelist ) from english ( , short story writer , essayist , translator, was born in 1969.
Richard Wynne, a australian social worker, was born in 1955.
Edward Topol, a american novelist , screen writer , essayist ., was born in 1938.
Rajasulochana, a indian actress, was ______","Radu Pavel Gheo, a romanian novelist ) from english ( , short story writer , essayist , translator : 1969.
Richard Wynne, a australian social worker : 1955.
Edward Topol, a american novelist , screen writer , essayist . : 1938.
Rajasulochana, a indian actress, was ______",1935,6,9.0,born in 1934.,born in 1935.
